"","Week","State","Age","date_start","date_end","More.than.half.the.days","Several.days","Nearly.every.day","Not.at.all","Response"
"1",1,"US","18 - 29",2020-04-23,2020-05-05,6427961,12500948,8016041,9484934,0.656967139185046
"2",1,"US","30 - 39",2020-04-23,2020-05-05,6629491,16142871,8310347,13803275,0.498890174381705
"3",1,"US","40 - 49",2020-04-23,2020-05-05,5495201,13353089,6999710,12744711,0.478772578531524
"4",1,"AL","18 - 29",2020-04-23,2020-05-05,80445,221904,99753,125262,0.519054285269871
"5",1,"AL","30 - 39",2020-04-23,2020-05-05,71302,270984,99754,227455,0.343183418632972
"6",1,"AL","40 - 49",2020-04-23,2020-05-05,75436,179800,80595,266582,0.349545904628771
"7",1,"AK","18 - 29",2020-04-23,2020-05-05,12667,31805,13926,33065,0.409942962848774
"8",1,"AK","30 - 39",2020-04-23,2020-05-05,10178,41854,21649,31684,0.432796649351356
"9",1,"AK","40 - 49",2020-04-23,2020-05-05,8971,29231,15364,26915,0.433423574252841
"10",1,"AZ","18 - 29",2020-04-23,2020-05-05,230161,238875,180013,172026,0.998230717374745
"11",1,"AZ","30 - 39",2020-04-23,2020-05-05,129934,367437,143750,335725,0.38921898509874
"12",1,"AZ","40 - 49",2020-04-23,2020-05-05,131648,307129,113022,317834,0.39149517651445
"13",1,"AR","18 - 29",2020-04-23,2020-05-05,48149,68634,51516,73962,0.698932648882157
"14",1,"AR","30 - 39",2020-04-23,2020-05-05,97503,139695,126539,112981,0.886677009292533
"15",1,"AR","40 - 49",2020-04-23,2020-05-05,38933,136470,71766,110119,0.448921079204669
"16",1,"CA","18 - 29",2020-04-23,2020-05-05,943100,1843952,1160682,1433435,0.641908325138289
"17",1,"CA","30 - 39",2020-04-23,2020-05-05,809508,1988106,955379,1542637,0.49986277675832
"18",1,"CA","40 - 49",2020-04-23,2020-05-05,521708,1796109,739872,1495640,0.383255223894653
"19",1,"CO","18 - 29",2020-04-23,2020-05-05,93813,182339,203376,247185,0.691903129976439
"20",1,"CO","30 - 39",2020-04-23,2020-05-05,139310,313337,169614,243595,0.554688902774486
"21",1,"CO","40 - 49",2020-04-23,2020-05-05,103122,258728,148877,180513,0.573714657784679
"22",1,"CT","18 - 29",2020-04-23,2020-05-05,74696,109239,40086,60383,0.676692881819575
"23",1,"CT","30 - 39",2020-04-23,2020-05-05,70524,204848,81329,138569,0.442182536100426
"24",1,"CT","40 - 49",2020-04-23,2020-05-05,38647,132834,97787,123409,0.532439910553654
"25",1,"DE","18 - 29",2020-04-23,2020-05-05,14229,22255,18552,30166,0.625340989298182
"26",1,"DE","30 - 39",2020-04-23,2020-05-05,23013,47176,20670,36064,0.524783757808746
"27",1,"DE","40 - 49",2020-04-23,2020-05-05,12689,38219,30501,29482,0.637952172050634
"28",1,"DC","18 - 29",2020-04-23,2020-05-05,7211,30112,15225,11147,0.543784386436899
"29",1,"DC","30 - 39",2020-04-23,2020-05-05,32586,84464,26998,48655,0.447599516222327
"30",1,"DC","40 - 49",2020-04-23,2020-05-05,12737,20532,19873,18863,0.827770021576342
"31",1,"FL","18 - 29",2020-04-23,2020-05-05,492155,574567,554432,606900,0.885836845210234
"32",1,"FL","30 - 39",2020-04-23,2020-05-05,290365,875811,447886,1112630,0.371271262260233
"33",1,"FL","40 - 49",2020-04-23,2020-05-05,373653,825669,462043,1101755,0.433581816974366
"34",1,"GA","18 - 29",2020-04-23,2020-05-05,238802,381039,202497,203596,0.754828226158201
"35",1,"GA","30 - 39",2020-04-23,2020-05-05,117111,452486,285046,654824,0.363183751614272
"36",1,"GA","40 - 49",2020-04-23,2020-05-05,265474,374947,299612,406617,0.723019484008987
"37",1,"HI","18 - 29",2020-04-23,2020-05-05,1851,41416,11644,12611,0.249782516149333
"38",1,"HI","30 - 39",2020-04-23,2020-05-05,82733,75577,29495,45885,0.923976223016252
"39",1,"HI","40 - 49",2020-04-23,2020-05-05,34788,60180,26412,53414,0.538760850044897
"40",1,"ID","18 - 29",2020-04-23,2020-05-05,42828,70288,28878,85757,0.459521291935019
"41",1,"ID","30 - 39",2020-04-23,2020-05-05,35689,89147,34183,79031,0.41546456730369
"42",1,"ID","40 - 49",2020-04-23,2020-05-05,38062,68203,26165,83846,0.422409881025196
"43",1,"IL","18 - 29",2020-04-23,2020-05-05,263150,418373,304513,239451,0.862940543367223
"44",1,"IL","30 - 39",2020-04-23,2020-05-05,351815,588707,277282,433572,0.615386797537658
"45",1,"IL","40 - 49",2020-04-23,2020-05-05,222093,506194,336703,459134,0.578866457825734
"46",1,"IN","18 - 29",2020-04-23,2020-05-05,184032,268608,139790,149513,0.774469591338392
"47",1,"IN","30 - 39",2020-04-23,2020-05-05,88538,281863,179795,307229,0.455502705859187
"48",1,"IN","40 - 49",2020-04-23,2020-05-05,156747,184253,138113,273717,0.643841299648449
"49",1,"IA","18 - 29",2020-04-23,2020-05-05,46591,116648,79159,80329,0.63839940703737
"50",1,"IA","30 - 39",2020-04-23,2020-05-05,48914,184801,45928,128381,0.302833496177941
"51",1,"IA","40 - 49",2020-04-23,2020-05-05,40482,125798,50743,116930,0.375832207244323
"52",1,"KS","18 - 29",2020-04-23,2020-05-05,94756,78625,43234,119463,0.696609587658011
"53",1,"KS","30 - 39",2020-04-23,2020-05-05,37105,172034,50402,117058,0.30269602756216
"54",1,"KS","40 - 49",2020-04-23,2020-05-05,40527,92902,52168,166042,0.357973152496293
"55",1,"KY","18 - 29",2020-04-23,2020-05-05,140765,119803,99608,104663,1.07086596633789
"56",1,"KY","30 - 39",2020-04-23,2020-05-05,43940,210480,160614,178327,0.526106783056889
"57",1,"KY","40 - 49",2020-04-23,2020-05-05,96048,173139,97073,164260,0.57238166088222
"58",1,"LA","18 - 29",2020-04-23,2020-05-05,90087,173305,69563,89190,0.608202060991638
"59",1,"LA","30 - 39",2020-04-23,2020-05-05,76349,253420,153452,235724,0.469802348592643
"60",1,"LA","40 - 49",2020-04-23,2020-05-05,80639,174395,99625,149893,0.555876258140912
"61",1,"ME","18 - 29",2020-04-23,2020-05-05,26346,19883,32425,50692,0.832745306411619
"62",1,"ME","30 - 39",2020-04-23,2020-05-05,29288,67307,21926,45740,0.453032809362478
"63",1,"ME","40 - 49",2020-04-23,2020-05-05,26167,44893,27583,54140,0.542748376803692
"64",1,"MD","18 - 29",2020-04-23,2020-05-05,97117,251880,129765,117787,0.613746966864773
"65",1,"MD","30 - 39",2020-04-23,2020-05-05,96360,332990,144049,280149,0.392095430236863
"66",1,"MD","40 - 49",2020-04-23,2020-05-05,66945,272438,113499,268259,0.333724803355669
"67",1,"MA","18 - 29",2020-04-23,2020-05-05,94338,191740,275148,126313,1.16171204170374
"68",1,"MA","30 - 39",2020-04-23,2020-05-05,204107,366168,198249,206301,0.702843298065048
"69",1,"MA","40 - 49",2020-04-23,2020-05-05,115678,364689,139448,158150,0.487962833683027
"70",1,"MI","18 - 29",2020-04-23,2020-05-05,193543,334734,387047,327272,0.877016220396794
"71",1,"MI","30 - 39",2020-04-23,2020-05-05,139523,428304,200682,379052,0.421381645767171
"72",1,"MI","40 - 49",2020-04-23,2020-05-05,199655,322146,250442,306002,0.716546100600495
"73",1,"MN","18 - 29",2020-04-23,2020-05-05,147332,222186,163668,107914,0.942138745834596
"74",1,"MN","30 - 39",2020-04-23,2020-05-05,99589,257399,131618,239354,0.465436544922728
"75",1,"MN","40 - 49",2020-04-23,2020-05-05,111307,219731,82864,290387,0.380639381476443
"76",1,"MS","18 - 29",2020-04-23,2020-05-05,44876,34203,13301,107667,0.410072601677592
"77",1,"MS","30 - 39",2020-04-23,2020-05-05,45808,153977,82027,162327,0.404152334463048
"78",1,"MS","40 - 49",2020-04-23,2020-05-05,70860,107990,62571,142141,0.53344447509505
"79",1,"MO","18 - 29",2020-04-23,2020-05-05,125460,159809,101033,261671,0.537375438929487
"80",1,"MO","30 - 39",2020-04-23,2020-05-05,251782,247155,144888,205374,0.876562607037339
"81",1,"MO","40 - 49",2020-04-23,2020-05-05,151706,225033,130695,316780,0.52121488410208
"82",1,"MT","18 - 29",2020-04-23,2020-05-05,9716,45899,22081,31626,0.410151564011609
"83",1,"MT","30 - 39",2020-04-23,2020-05-05,25447,53600,25139,54704,0.467074161619146
"84",1,"MT","40 - 49",2020-04-23,2020-05-05,8939,52623,13575,36461,0.252727762561178
"85",1,"NE","18 - 29",2020-04-23,2020-05-05,61014,113879,38172,63015,0.560708672990605
"86",1,"NE","30 - 39",2020-04-23,2020-05-05,33605,66092,40780,90078,0.47630786962925
"87",1,"NE","40 - 49",2020-04-23,2020-05-05,24736,66809,23027,88204,0.308122544560779
"88",1,"NV","18 - 29",2020-04-23,2020-05-05,81840,72674,62871,196026,0.538559732043171
"89",1,"NV","30 - 39",2020-04-23,2020-05-05,76022,146306,94896,93339,0.713213294665025
"90",1,"NV","40 - 49",2020-04-23,2020-05-05,47461,143790,83714,162771,0.427892001918052
"91",1,"NH","18 - 29",2020-04-23,2020-05-05,27459,30280,42974,32821,1.11619467203372
"92",1,"NH","30 - 39",2020-04-23,2020-05-05,24306,60276,39782,42196,0.625419626824889
"93",1,"NH","40 - 49",2020-04-23,2020-05-05,14535,66799,20890,36883,0.341669720877298
"94",1,"NJ","18 - 29",2020-04-23,2020-05-05,124964,222609,149099,197276,0.652709670505019
"95",1,"NJ","30 - 39",2020-04-23,2020-05-05,224678,468150,239995,355001,0.564505175842585
"96",1,"NJ","40 - 49",2020-04-23,2020-05-05,166544,512694,169453,237609,0.447815082706587
"97",1,"NM","18 - 29",2020-04-23,2020-05-05,17221,77200,35800,102226,0.295503438743549
"98",1,"NM","30 - 39",2020-04-23,2020-05-05,49872,102672,62874,54752,0.716193210692143
"99",1,"NM","40 - 49",2020-04-23,2020-05-05,17896,87221,37828,71882,0.350238524729263
"100",1,"NY","18 - 29",2020-04-23,2020-05-05,434373,777922,363382,361982,0.699844021952726
"101",1,"NY","30 - 39",2020-04-23,2020-05-05,474203,1055362,508809,765755,0.539785197765986
"102",1,"NY","40 - 49",2020-04-23,2020-05-05,286297,777753,379061,680434,0.456291271284136
"103",1,"NC","18 - 29",2020-04-23,2020-05-05,123512,467398,205779,215712,0.48204681530061
"104",1,"NC","30 - 39",2020-04-23,2020-05-05,252326,563599,260856,427089,0.518005668787752
"105",1,"NC","40 - 49",2020-04-23,2020-05-05,156610,385196,321146,331610,0.666506697767597
"106",1,"ND","18 - 29",2020-04-23,2020-05-05,15520,34705,17423,28842,0.518403701197539
"107",1,"ND","30 - 39",2020-04-23,2020-05-05,9313,47297,10080,43408,0.213802987707403
"108",1,"ND","40 - 49",2020-04-23,2020-05-05,10773,25160,12374,27874,0.436455858505864
"109",1,"OH","18 - 29",2020-04-23,2020-05-05,292528,308407,430187,383191,1.0449929005
"110",1,"OH","30 - 39",2020-04-23,2020-05-05,234236,521625,268882,381431,0.557128240109141
"111",1,"OH","40 - 49",2020-04-23,2020-05-05,208381,470135,232572,414699,0.498345452367337
"112",1,"OK","18 - 29",2020-04-23,2020-05-05,80523,157450,84444,146941,0.541957548022116
"113",1,"OK","30 - 39",2020-04-23,2020-05-05,86489,201594,114245,140695,0.586445956487062
"114",1,"OK","40 - 49",2020-04-23,2020-05-05,71036,134839,88765,115606,0.638068238535407
"115",1,"OR","18 - 29",2020-04-23,2020-05-05,135949,149632,103544,66605,1.10754866188488
"116",1,"OR","30 - 39",2020-04-23,2020-05-05,74557,219415,179952,164484,0.662958225991732
"117",1,"OR","40 - 49",2020-04-23,2020-05-05,75870,198654,108156,171891,0.496636036108975
"118",1,"PA","18 - 29",2020-04-23,2020-05-05,173194,562793,251723,212758,0.547890467551457
"119",1,"PA","30 - 39",2020-04-23,2020-05-05,215867,634741,462670,488613,0.604027759726676
"120",1,"PA","40 - 49",2020-04-23,2020-05-05,136504,538094,336320,376077,0.517216144463126
"121",1,"RI","18 - 29",2020-04-23,2020-05-05,6381,30618,8641,28538,0.253938738251403
"122",1,"RI","30 - 39",2020-04-23,2020-05-05,17776,54983,45803,56429,0.570665637453775
"123",1,"RI","40 - 49",2020-04-23,2020-05-05,16756,60391,23031,21650,0.484964834655843
"124",1,"SC","18 - 29",2020-04-23,2020-05-05,90959,222997,107971,138871,0.549730841080173
"125",1,"SC","30 - 39",2020-04-23,2020-05-05,95914,208065,124879,182030,0.565998026121842
"126",1,"SC","40 - 49",2020-04-23,2020-05-05,58364,191012,91371,249941,0.339571337534839
"127",1,"SD","18 - 29",2020-04-23,2020-05-05,11117,20907,3530,21688,0.343866651015377
"128",1,"SD","30 - 39",2020-04-23,2020-05-05,29298,42389,13573,35011,0.553888888888889
"129",1,"SD","40 - 49",2020-04-23,2020-05-05,16800,38646,7311,38643,0.311959010984746
"130",1,"TN","18 - 29",2020-04-23,2020-05-05,71987,250192,82296,211768,0.333974803013248
"131",1,"TN","30 - 39",2020-04-23,2020-05-05,124852,345974,188860,347572,0.452330487090979
"132",1,"TN","40 - 49",2020-04-23,2020-05-05,170556,338225,113680,277324,0.461760152319312
"133",1,"TX","18 - 29",2020-04-23,2020-05-05,408846,1545002,780229,1340225,0.412125285116214
"134",1,"TX","30 - 39",2020-04-23,2020-05-05,485863,1368125,627937,1359478,0.408343882889115
"135",1,"TX","40 - 49",2020-04-23,2020-05-05,553947,1115306,647791,1218114,0.515011442432138
"136",1,"UT","18 - 29",2020-04-23,2020-05-05,77378,160700,120171,102573,0.750357993413681
"137",1,"UT","30 - 39",2020-04-23,2020-05-05,57028,173286,88197,154488,0.443064428539176
"138",1,"UT","40 - 49",2020-04-23,2020-05-05,40655,147809,64539,143494,0.361115402175741
"139",1,"VT","18 - 29",2020-04-23,2020-05-05,3339,21188,15788,9553,0.622198367001724
"140",1,"VT","30 - 39",2020-04-23,2020-05-05,21912,38764,12079,19998,0.578452060855655
"141",1,"VT","40 - 49",2020-04-23,2020-05-05,9257,26680,9979,20186,0.410446805786711
"142",1,"VA","18 - 29",2020-04-23,2020-05-05,117375,304891,182711,231306,0.5596562457455
"143",1,"VA","30 - 39",2020-04-23,2020-05-05,221098,459813,244301,367708,0.5624014375466
"144",1,"VA","40 - 49",2020-04-23,2020-05-05,165124,333623,144212,330609,0.465704753760734
"145",1,"WA","18 - 29",2020-04-23,2020-05-05,134203,377408,218736,217073,0.593692649554822
"146",1,"WA","30 - 39",2020-04-23,2020-05-05,190463,436267,246105,292377,0.599151300223429
"147",1,"WA","40 - 49",2020-04-23,2020-05-05,114443,305902,193986,268686,0.536782877470466
"148",1,"WV","18 - 29",2020-04-23,2020-05-05,27402,78816,37552,36240,0.564542483660131
"149",1,"WV","30 - 39",2020-04-23,2020-05-05,52358,75297,36952,51244,0.705779154582309
"150",1,"WV","40 - 49",2020-04-23,2020-05-05,29346,81111,24722,60084,0.382931406919508
"151",1,"WI","18 - 29",2020-04-23,2020-05-05,61980,249467,223045,118516,0.774560237837074
"152",1,"WI","30 - 39",2020-04-23,2020-05-05,110254,266447,121215,280978,0.422832351463671
"153",1,"WI","40 - 49",2020-04-23,2020-05-05,56000,187392,127321,250834,0.41832524770324
"154",1,"WY","18 - 29",2020-04-23,2020-05-05,10680,11691,9058,12141,0.828214165827459
"155",1,"WY","30 - 39",2020-04-23,2020-05-05,18880,37207,18279,26091,0.587048563935669
"156",1,"WY","40 - 49",2020-04-23,2020-05-05,3649,25572,11475,32319,0.261249589746247
"157",2,"US","18 - 29",2020-05-07,2020-05-12,5610285,10043160,6770694,7509490,0.70536238117891
"158",2,"US","30 - 39",2020-05-07,2020-05-12,6819374,19441162,9749755,14746359,0.484654298274508
"159",2,"US","40 - 49",2020-05-07,2020-05-12,5833064,15381079,7327065,13016590,0.463422860517178
"160",2,"AL","18 - 29",2020-05-07,2020-05-12,34620,38288,123590,86528,1.26754582745802
"161",2,"AL","30 - 39",2020-05-07,2020-05-12,112217,294742,77834,309789,0.31437759188528
"162",2,"AL","40 - 49",2020-05-07,2020-05-12,46440,188625,118634,448409,0.259129026080241
"163",2,"AK","18 - 29",2020-05-07,2020-05-12,8482,25103,14441,15186,0.568964233413587
"164",2,"AK","30 - 39",2020-05-07,2020-05-12,15629,51434,21152,41333,0.396487975249819
"165",2,"AK","40 - 49",2020-05-07,2020-05-12,7413,23773,13834,47370,0.298652010738934
"166",2,"AZ","18 - 29",2020-05-07,2020-05-12,158735,139301,159916,158902,1.06857073872496
"167",2,"AZ","30 - 39",2020-05-07,2020-05-12,167722,340136,206902,244810,0.640442023708171
"168",2,"AZ","40 - 49",2020-05-07,2020-05-12,156036,264220,190363,491502,0.458368288868129
"169",2,"AR","18 - 29",2020-05-07,2020-05-12,18060,81125,82832,39366,0.837340548256716
"170",2,"AR","30 - 39",2020-05-07,2020-05-12,79594,130507,146076,112237,0.929662525129354
"171",2,"AR","40 - 49",2020-05-07,2020-05-12,63910,157726,68922,210426,0.360807492557422
"172",2,"CA","18 - 29",2020-05-07,2020-05-12,744567,1971017,1156768,1037044,0.6320799345492
"173",2,"CA","30 - 39",2020-05-07,2020-05-12,723752,2199901,1067585,1503539,0.483695429114553
"174",2,"CA","40 - 49",2020-05-07,2020-05-12,420279,2098057,1043661,986178,0.47465254755231
"175",2,"CO","18 - 29",2020-05-07,2020-05-12,30940,119902,57643,109311,0.386465863629026
"176",2,"CO","30 - 39",2020-05-07,2020-05-12,113160,424562,315273,254136,0.631257201288349
"177",2,"CO","40 - 49",2020-05-07,2020-05-12,103828,358403,112312,301383,0.327591067406705
"178",2,"CT","18 - 29",2020-05-07,2020-05-12,60838,46611,35993,34932,1.18748390419779
"179",2,"CT","30 - 39",2020-05-07,2020-05-12,69841,130781,122569,217268,0.552824458625079
"180",2,"CT","40 - 49",2020-05-07,2020-05-12,136539,272844,36545,167112,0.393412068479575
"181",2,"DE","18 - 29",2020-05-07,2020-05-12,5314,9877,4239,14356,0.39421450088722
"182",2,"DE","30 - 39",2020-05-07,2020-05-12,19897,104948,24782,46829,0.29437266516007
"183",2,"DE","40 - 49",2020-05-07,2020-05-12,7474,43834,25976,11965,0.599473108837076
"184",2,"DC","18 - 29",2020-05-07,2020-05-12,9270,20510,14071,18199,0.602986385595081
"185",2,"DC","30 - 39",2020-05-07,2020-05-12,25110,68894,47058,33609,0.704057442221203
"186",2,"DC","40 - 49",2020-05-07,2020-05-12,20168,25896,13233,21110,0.710568863549334
"187",2,"FL","18 - 29",2020-05-07,2020-05-12,281579,563475,313841,257294,0.725441628521545
"188",2,"FL","30 - 39",2020-05-07,2020-05-12,322632,1436742,708567,899733,0.441348184765512
"189",2,"FL","40 - 49",2020-05-07,2020-05-12,377341,931674,486724,1100663,0.425158327580514
"190",2,"GA","18 - 29",2020-05-07,2020-05-12,327709,380130,245447,549195,0.616744411266242
"191",2,"GA","30 - 39",2020-05-07,2020-05-12,226019,457978,190672,467351,0.450316590099305
"192",2,"GA","40 - 49",2020-05-07,2020-05-12,224330,516739,147825,425221,0.395085778589324
"193",2,"HI","18 - 29",2020-05-07,2020-05-12,1550,24044,24709,8641,0.803396053235429
"194",2,"HI","30 - 39",2020-05-07,2020-05-12,15842,137085,11196,60238,0.137024067138651
"195",2,"HI","40 - 49",2020-05-07,2020-05-12,17644,74160,22983,86034,0.253611246363784
"196",2,"ID","18 - 29",2020-05-07,2020-05-12,14037,61362,11784,26655,0.29336378199666
"197",2,"ID","30 - 39",2020-05-07,2020-05-12,78658,126836,46587,96262,0.561390061766578
"198",2,"ID","40 - 49",2020-05-07,2020-05-12,20102,99487,13790,89604,0.179236452290167
"199",2,"IL","18 - 29",2020-05-07,2020-05-12,409261,292112,235726,195043,1.32398723198982
"200",2,"IL","30 - 39",2020-05-07,2020-05-12,288146,705260,520403,490501,0.676179437195225
"201",2,"IL","40 - 49",2020-05-07,2020-05-12,245165,552385,263199,450596,0.506853070995363
"202",2,"IN","18 - 29",2020-05-07,2020-05-12,82549,164619,104660,216587,0.49109667738703
"203",2,"IN","30 - 39",2020-05-07,2020-05-12,136931,367391,146664,580244,0.299266067631525
"204",2,"IN","40 - 49",2020-05-07,2020-05-12,198439,265090,190980,202570,0.832696831031091
"205",2,"IA","18 - 29",2020-05-07,2020-05-12,14226,45629,36390,169515,0.235265682519615
"206",2,"IA","30 - 39",2020-05-07,2020-05-12,82397,210790,92496,130739,0.512088285328625
"207",2,"IA","40 - 49",2020-05-07,2020-05-12,46895,167536,39650,107047,0.315187029058609
"208",2,"KS","18 - 29",2020-05-07,2020-05-12,60663,87433,40336,99758,0.539550512578062
"209",2,"KS","30 - 39",2020-05-07,2020-05-12,77233,154770,36860,139551,0.387648180048315
"210",2,"KS","40 - 49",2020-05-07,2020-05-12,50536,157228,61694,144327,0.372170914095273
"211",2,"KY","18 - 29",2020-05-07,2020-05-12,25081,114054,67685,44900,0.583602803326749
"212",2,"KY","30 - 39",2020-05-07,2020-05-12,83080,271028,255944,284163,0.610643904530153
"213",2,"KY","40 - 49",2020-05-07,2020-05-12,32899,140267,70352,211650,0.293395885961747
"214",2,"LA","18 - 29",2020-05-07,2020-05-12,79307,161818,36192,79876,0.477872847484836
"215",2,"LA","30 - 39",2020-05-07,2020-05-12,105679,194361,163612,189684,0.701196474371493
"216",2,"LA","40 - 49",2020-05-07,2020-05-12,39522,243831,137564,159485,0.439075067688859
"217",2,"ME","18 - 29",2020-05-07,2020-05-12,34418,38429,15403,11175,1.00437464720587
"218",2,"ME","30 - 39",2020-05-07,2020-05-12,38449,84273,22656,30774,0.531130755256547
"219",2,"ME","40 - 49",2020-05-07,2020-05-12,20969,50030,28860,51448,0.491032539072508
"220",2,"MD","18 - 29",2020-05-07,2020-05-12,84924,140894,148443,113096,0.918803889916926
"221",2,"MD","30 - 39",2020-05-07,2020-05-12,113469,330790,103804,183749,0.422267311127048
"222",2,"MD","40 - 49",2020-05-07,2020-05-12,62167,274631,268910,211569,0.680948169477581
"223",2,"MA","18 - 29",2020-05-07,2020-05-12,104834,243271,250770,99832,1.03643512298056
"224",2,"MA","30 - 39",2020-05-07,2020-05-12,142886,439440,121462,331805,0.342754896304028
"225",2,"MA","40 - 49",2020-05-07,2020-05-12,123893,429542,136525,124143,0.470336021384
"226",2,"MI","18 - 29",2020-05-07,2020-05-12,269657,369104,226466,181004,0.901864724744959
"227",2,"MI","30 - 39",2020-05-07,2020-05-12,168911,507382,226048,494123,0.394365479952671
"228",2,"MI","40 - 49",2020-05-07,2020-05-12,207773,426360,180686,377995,0.48294471968223
"229",2,"MN","18 - 29",2020-05-07,2020-05-12,68372,109635,46718,124259,0.492060506041198
"230",2,"MN","30 - 39",2020-05-07,2020-05-12,120663,515195,79392,295538,0.246758180560061
"231",2,"MN","40 - 49",2020-05-07,2020-05-12,170047,184820,96812,244408,0.621718527216305
"232",2,"MS","18 - 29",2020-05-07,2020-05-12,94510,68266,42221,24528,1.47348966528008
"233",2,"MS","30 - 39",2020-05-07,2020-05-12,101678,226740,110824,88055,0.675048841309424
"234",2,"MS","40 - 49",2020-05-07,2020-05-12,68600,119078,52450,98397,0.556615702954363
"235",2,"MO","18 - 29",2020-05-07,2020-05-12,134612,228173,160189,98090,0.903568593435357
"236",2,"MO","30 - 39",2020-05-07,2020-05-12,118876,362908,122946,204911,0.42587866908293
"237",2,"MO","40 - 49",2020-05-07,2020-05-12,203884,283569,110542,203140,0.646024626624944
"238",2,"MT","18 - 29",2020-05-07,2020-05-12,941,16586,10942,30410,0.25285130649417
"239",2,"MT","30 - 39",2020-05-07,2020-05-12,20508,59706,65007,37151,0.882899532300195
"240",2,"MT","40 - 49",2020-05-07,2020-05-12,9804,65590,12847,37007,0.220776435958166
"241",2,"NE","18 - 29",2020-05-07,2020-05-12,39173,79277,51106,20592,0.903974206210135
"242",2,"NE","30 - 39",2020-05-07,2020-05-12,41908,132547,80427,66120,0.615779168155758
"243",2,"NE","40 - 49",2020-05-07,2020-05-12,12073,67099,49347,69454,0.449788726721493
"244",2,"NV","18 - 29",2020-05-07,2020-05-12,57042,30288,42695,76672,0.932470082273747
"245",2,"NV","30 - 39",2020-05-07,2020-05-12,53415,82464,123604,92574,1.01131754247649
"246",2,"NV","40 - 49",2020-05-07,2020-05-12,73618,191002,167188,133721,0.741573587334436
"247",2,"NH","18 - 29",2020-05-07,2020-05-12,30318,30617,39681,7726,1.82560050074329
"248",2,"NH","30 - 39",2020-05-07,2020-05-12,41740,105638,48859,35339,0.642650928874923
"249",2,"NH","40 - 49",2020-05-07,2020-05-12,18944,44696,14325,65804,0.301076923076923
"250",2,"NJ","18 - 29",2020-05-07,2020-05-12,132917,214952,99025,1160,1.07324905604501
"251",2,"NJ","30 - 39",2020-05-07,2020-05-12,160990,507467,470278,239382,0.845241809254615
"252",2,"NJ","40 - 49",2020-05-07,2020-05-12,156420,512083,167002,329234,0.384423469393819
"253",2,"NM","18 - 29",2020-05-07,2020-05-12,25211,63422,22365,27262,0.524634996250717
"254",2,"NM","30 - 39",2020-05-07,2020-05-12,33065,134533,72792,51940,0.567680039469521
"255",2,"NM","40 - 49",2020-05-07,2020-05-12,13221,122015,36448,68674,0.260471238508776
"256",2,"NY","18 - 29",2020-05-07,2020-05-12,242584,502196,516556,375133,0.865285428841404
"257",2,"NY","30 - 39",2020-05-07,2020-05-12,313989,1496037,510113,765428,0.364410680687077
"258",2,"NY","40 - 49",2020-05-07,2020-05-12,381719,835348,437933,589032,0.575444754910909
"259",2,"NC","18 - 29",2020-05-07,2020-05-12,133435,261794,100657,251582,0.455985476531821
"260",2,"NC","30 - 39",2020-05-07,2020-05-12,208318,545984,341405,752904,0.423225867049353
"261",2,"NC","40 - 49",2020-05-07,2020-05-12,234297,486634,161431,387779,0.452564177339541
"262",2,"ND","18 - 29",2020-05-07,2020-05-12,11844,7028,11530,24461,0.742290958747499
"263",2,"ND","30 - 39",2020-05-07,2020-05-12,8859,32256,14289,56023,0.262214116607574
"264",2,"ND","40 - 49",2020-05-07,2020-05-12,15423,48976,19367,46953,0.362664053622992
"265",2,"OH","18 - 29",2020-05-07,2020-05-12,232756,304670,65974,314160,0.482733545561786
"266",2,"OH","30 - 39",2020-05-07,2020-05-12,82391,766849,431961,498374,0.406530706444635
"267",2,"OH","40 - 49",2020-05-07,2020-05-12,150560,663546,187081,378471,0.324026383446719
"268",2,"OK","18 - 29",2020-05-07,2020-05-12,33868,140373,57942,29120,0.541674287433699
"269",2,"OK","30 - 39",2020-05-07,2020-05-12,172423,216992,79004,187155,0.62211769479917
"270",2,"OK","40 - 49",2020-05-07,2020-05-12,43419,98733,105473,228261,0.455335571906518
"271",2,"OR","18 - 29",2020-05-07,2020-05-12,96115,175029,81014,20163,0.907460346735522
"272",2,"OR","30 - 39",2020-05-07,2020-05-12,82316,330714,123524,220473,0.373448575528813
"273",2,"OR","40 - 49",2020-05-07,2020-05-12,81806,247809,85075,135031,0.435902726987776
"274",2,"PA","18 - 29",2020-05-07,2020-05-12,86543,497189,92288,309727,0.22162282071492
"275",2,"PA","30 - 39",2020-05-07,2020-05-12,198920,845648,362182,702477,0.362439725474364
"276",2,"PA","40 - 49",2020-05-07,2020-05-12,156234,559050,326864,447347,0.480027265582071
"277",2,"RI","18 - 29",2020-05-07,2020-05-12,1650,13940,16893,33925,0.387402068317142
"278",2,"RI","30 - 39",2020-05-07,2020-05-12,37299,95805,18465,74280,0.327859599611959
"279",2,"RI","40 - 49",2020-05-07,2020-05-12,15078,46195,23665,21627,0.571245318628174
"280",2,"SC","18 - 29",2020-05-07,2020-05-12,79313,102414,69730,197877,0.496328561295543
"281",2,"SC","30 - 39",2020-05-07,2020-05-12,199730,222353,82231,174258,0.71092581900149
"282",2,"SC","40 - 49",2020-05-07,2020-05-12,117492,292507,199002,214144,0.624678526243904
"283",2,"SD","18 - 29",2020-05-07,2020-05-12,989,38896,2028,16432,0.0545293522267206
