"","date_end","AK","AL","AR","AZ","CA","CO","CT","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","ME","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NM","NV","NY","OH","OK","OR","PA","RI","SC","SD","TN","TX","US","UT","VA","VT","WA","WI","WV","WY"
"1",2020-05-10,0.523529584680783,1.05369110111855,0.797795434149699,1.04847358976776,0.634888046146083,0.473733654014001,1.04154361208973,0.460250640433209,0.771268833289742,0.656196929806802,0.645220756925116,0.350446746667545,0.340837356264763,1.19225960666908,0.572060367087419,0.584424534029476,0.722820849901361,0.515109765629637,1.07222852833004,0.831644769044882,0.955337692693227,0.894765152074055,0.620654288839312,0.798941977862251,1.16965621853651,0.297794237213438,0.463431573322904,0.678323170876082,0.805898339575984,1.62291312111198,0.953094945890727,0.459168836962955,0.819924267922154,0.818016455444639,0.643379075544133,0.54175521903039,0.964628436778196,0.314842148382502,0.349269688298359,0.511586355519723,0.137197151880622,0.884223327294342,0.627374542239716,0.691535169180663,0.617580000117867,0.514043548363383,1.30134794381363,1.00625361827313,0.906588492252678,0.905560751360152,0.390694243457705
"2",2020-05-17,0.375927751680405,0.747410525933305,0.549479143344105,0.822334862599141,0.712764037157765,0.614985631229648,0.777441652767479,0.732493341716906,0.539313191099621,0.403048250062696,0.536071810634933,0.338171247999288,0.525513285538442,1.04325357514613,0.44922758626668,0.585139173758671,0.420872073042373,0.379514767548406,0.794059298018877,0.645042129128883,0.824667135241962,0.731576199352335,0.568232296176122,1.16657587578815,0.703099969908727,0.542307667871687,0.87048875181417,0.600105890243052,0.621881593285484,1.1124825634534,0.88179237409336,0.44433666080266,0.635045565388291,0.508972810933096,0.430370385685953,0.353598301644166,0.777269615742714,0.321513159283482,0.427345951175098,0.626496418672002,0.172056671398777,0.788277862145714,0.730401755812636,0.623245573620732,0.68289468207744,0.558913097449904,1.17957377389143,0.797177550560745,0.589382088166923,0.717427363844995,0.745146413427667
"3",2020-05-24,0.739108740514812,0.556915740715957,0.695685309482521,0.675009482929509,0.59446578516213,0.505244403100458,0.399392701942968,0.853117589533596,0.526900511769008,0.485990606560859,0.451957598290591,0.310728616209485,0.450468227654301,0.826087858697877,0.773544366650563,0.579782528766818,0.559111283970406,0.682724011477651,0.504694054076787,0.499819275223741,0.539822034624998,0.59250129258266,0.709519289368178,1.02140415523115,0.591222961586255,0.558742361032166,0.90019955445661,0.551058121927343,0.475496695795447,0.772854563652056,0.759776956255336,0.565852399084446,0.502417246699401,0.571667726203427,0.519013769046529,0.330116183629364,0.940935815957054,0.616376961411784,0.768484003473489,0.746743457635529,0.674550964357396,0.610979664162029,0.697421871985365,0.614858005917356,0.56362428042884,0.846759820252815,0.712973122998396,0.790241612822643,0.442955542651335,0.745451871337622,0.405993099096729
"4",2020-05-31,0.63218675260984,0.49658419173686,1.1429431437961,0.478937408166702,0.682249199153212,0.504705848693796,0.773145029200237,0.494082649203154,0.684698428172686,0.443513999127564,0.426200916225167,0.806297976527062,0.757267319957342,0.863877957908057,0.90315450625441,0.811592105686957,0.73757454852261,0.756399605189632,0.512923415249437,0.737995886181463,0.498571169960951,0.648956860006121,0.558086694780713,0.920966270282218,0.681736037843492,0.321856645498617,0.791009072409224,0.313604577727154,0.517393286254121,0.763038800791329,0.689861906391798,0.861128625290269,0.667108231720329,0.453668640888361,0.776847256551043,0.566879664726837,0.925520623300641,1.40084895469464,1.04987392993393,0.768543917215999,0.555298613278274,0.742281907314929,0.539339926453775,0.670981621541035,0.623841246619828,1.06936829406782,3.67092276319021,0.807980305742442,0.544793846217733,0.615351975432501,0.37598798462738
"5",2020-06-07,0.52587583566463,0.661156859616795,0.763998357988801,0.508423313934187,0.705208160615206,0.897588356216076,0.662643735749386,0.35994006287156,0.855180592973575,0.593231829702143,0.281906865624396,0.81597394063265,0.760997170934096,0.809714020626475,0.688681463547477,0.906080970730189,0.885415746501861,0.47449120851187,0.516949579801244,0.500872665816906,0.662711007589761,0.494683091609737,0.567535748669076,0.689412040955204,0.489607956800879,0.526180180467077,0.635833756204403,0.372920991532433,0.323831106181694,0.852112718162574,0.576869493674605,0.616248283413095,0.531712198836908,0.61541490127226,0.823374868763908,0.665271804218799,0.72911052165991,0.849783533218637,0.972413076789591,0.656441865491133,0.710170225327253,0.800061621505264,0.670016345754157,0.675151093720361,0.519021838210204,1.07886169707986,2.28539494569758,0.719762256515331,0.590882416184994,0.459769269814428,0.547154631247833
"6",2020-06-14,1.22122186346115,0.809804845377975,0.705173613855926,0.41643210867807,0.699534621231539,1.0472612386796,0.99914918103643,0.379107372326799,0.841330824103941,0.58394430506373,0.410855746501806,0.782243965540818,0.58849125320018,0.661784277063417,0.639558052171079,1.03127879160515,0.588567512227154,0.426398529473889,0.472799187207845,1.26737092453149,1.01835330016359,0.655727633263145,1.09399820863945,0.74512005000727,0.508739158536255,0.521531097046337,0.819970553089833,1.56489253608744,0.371965586347754,0.70701841575027,0.477068805508588,0.386288744394539,0.94224527008247,0.740528692944323,0.67122841029866,0.561169701495001,1.49384256180359,0.589546943231333,0.691674511783403,0.995595542797897,1.67420801935919,0.630999995803317,0.864045119279227,0.710902027390291,0.718001898829208,0.877476953325156,1.02477026855838,0.672543649187919,0.634842141166712,0.537109959479258,0.592040202417127
"7",2020-06-21,0.909654136489386,0.564173733072009,0.614378743563586,0.727686962321705,0.730542002632981,0.603497615690877,1.0727348794846,0.335464778083609,0.726684927254572,0.680355977118824,0.240308888639547,1.2328100428364,1.27067979106457,0.700931076304897,0.742010279009707,0.840662860260079,0.544355724731788,0.855466693306891,0.699263564270341,1.10340174535866,0.799667743825329,0.665402843770985,0.746131697231961,0.484552728046034,0.741043330457752,0.378358711645249,0.789525448138453,0.819793848840045,0.655151396598276,0.905403911158508,0.671202451576371,1.08907502236752,0.95326429003128,0.534166310628622,0.62967074175523,1.23418918784399,1.71280759837583,0.921341695503095,1.04560940421804,0.848419171513316,1.04188882860169,0.65723180608633,0.585341619453463,0.700328115742005,0.894789632322877,0.646559026924693,0.561348265132861,0.833063425250306,0.643004305059857,0.947802469381911,0.439860563016091
"8",2020-06-28,0.448657123486791,0.527865225292836,0.71677503421396,0.887708041498502,0.5634682663743,0.755502417944634,0.772511365755951,0.431301496207258,1.0280388757508,0.722614320234818,0.338162400566772,1.11201332045034,1.12152369254073,0.597469483227695,0.698557502540048,0.539812492948305,0.708230655503478,0.921319067533012,0.77032845493885,0.740026266580289,1.29018336034833,0.669235715114632,0.857060779262527,0.429099811836345,0.566040495855548,0.685829221059008,1.03576883769605,0.379975236539554,0.516436057779954,1.26761683402333,0.565397682186623,0.867869783522289,0.616622101924544,0.456889896736034,0.626109389971255,1.30022813625407,1.13893876165292,0.798406228899001,0.953079851136539,0.667583174151871,0.618256497415315,0.924636734031569,0.771301472980492,0.700536081767476,0.846632227596233,0.549293696697183,1.79195732288953,1.03767708727247,0.500828550159221,1.08249810073615,0.716531670010202
"9",2020-07-05,0.424500601101667,0.479074427523183,0.940652024523852,0.748227556196325,0.576208544481363,0.851880042873396,0.775798829488495,0.476180573646028,0.859123798534487,0.626400159276831,0.405368943603952,0.804012074630336,0.582079434195632,0.937829333061246,0.743944089939289,0.522584995317573,1.00585006073043,0.637980494233001,0.624262844555119,0.832847905172469,1.01194613047102,0.772311855472296,0.902145647561061,0.703905380770604,0.760461560529737,1.39048203568986,0.903554462100899,0.44237198870954,0.545225764970555,0.677432947576651,0.46265533347353,0.974878310697123,0.594033639087697,0.78607945782055,0.593325869714675,1.07532414624042,0.872740348875397,0.718556460102587,0.712611584734317,0.624211169944679,0.689444982523255,0.918417253508635,0.811020425279003,0.723928321188295,0.527777871010091,0.65565324265587,1.11814354801066,0.934394343462625,0.887932215734469,0.916399723331707,0.581013160076973
"10",2020-07-12,0.414121240418152,0.483573730072111,0.942537146347325,1.12533609075688,0.841300869677111,0.923133969085315,0.663491639136101,0.737718453443353,1.08442058677491,0.622518156569792,0.393967757200182,0.517957900106979,0.753185924456245,0.811093822235105,0.862654162595903,0.614750344584758,0.847022153488394,0.57192932896315,0.986807488687636,0.90502861719614,0.433478636485402,0.923773122708207,0.7987377551948,0.830101668345494,0.771144593784569,1.51706667773362,0.800435152779724,0.909044285946984,0.749420260334278,0.626072108825199,0.545989948281134,0.947132894058273,0.957246548098792,0.812613860426558,0.702557772721125,0.877256006030542,1.31431335342502,1.05051068157371,1.1526868306923,0.866260014651909,1.06170043200178,0.932640954891343,0.901704870969436,0.818629580457006,0.712326528679134,0.612188441770129,0.679292390901848,0.654547053993308,0.705269684654346,1.16583696119748,0.471338082912461
