"State","Date","CasesPerDay","LogCasesRatio","anx","search","searchdiff","searchlogratio"
"AL","2020-07-26",1754.71428571429,-0.088827957167893,0.706285359470956,55,3,0.0560894666510436
"AL","2020-08-02",1735.71428571429,-0.0108870227703999,0.673231335369967,60,5,0.0870113769896297
"AL","2020-08-09",1412.85714285714,-0.205805024151937,0.640177311268979,45,-15,-0.287682072451781
"AL","2020-08-16",1014.14285714286,-0.331570216577372,0.60712328716799,37,-8,-0.195744577126095
"AL","2020-08-23",1079.85714285714,0.0627849772527909,0.574069263067001,40,3,0.0779615414697119
"AL","2020-08-30",1320.42857142857,0.201127601972601,0.541015238966012,40,0,0
"AL","2020-09-06",1011.28571428571,-0.266733853490588,0.675647629277116,44,4,0.0953101798043249
"AL","2020-09-13",920.142857142857,-0.0944488472272986,0.838227755323568,46,2,0.0444517625708338
"AL","2020-09-20",886.714285714286,-0.037006120133238,0.783918880140385,32,-14,-0.362905493689368
"AL","2020-09-27",1051.28571428571,0.170246366512946,0.693461838085597,33,1,0.0307716586667537
"AL","2020-10-04",978.285714285714,-0.0719674151050208,0.769589980517625,32,-1,-0.0307716586667537
"AL","2020-10-11",881.857142857143,-0.103771695427682,0.873482320364122,30,-2,-0.0645385211375712
"AL","2020-10-18",1040.57142857143,0.165495218453603,0.719124617497625,34,4,0.125163142954006
"AL","2020-10-25",1675.57142857143,0.476384245674007,0.521725240845629,32,-2,-0.0606246218164349
"AL","2020-11-01",1375.71428571429,-0.197181181729334,0.739751404094881,27,-5,-0.169899036795397
"AL","2020-11-08",1386,0.00744882401299047,1.02701515732767,29,2,0.071458963982145
"AL","2020-11-15",2019.28571428571,0.376321941322529,1.05819742739985,25,-4,-0.148420005118273
"AL","2020-11-22",2097.71428571429,0.0381044744890342,1.04669945027858,33,8,0.27763173659828
"AL","2020-11-29",2103.28571428571,0.00265243124868357,0.794032392650789,43,10,0.264692554227082
"AL","2020-12-06",3235.42857142857,0.430660650926327,0.501170488271909,42,-1,-0.0235304974101942
"AL","2020-12-13",3679.14285714286,0.128518407041994,0.52083962193707,54,12,0.251314428280906
"AL","2020-12-20",3831.57142857143,0.0405952079146047,0.592597261942903,56,2,0.0363676441708748
"AL","2020-12-27",3310.85714285714,-0.146067902299148,0.72403114773777,63,7,0.117783035656383
"AL","2021-01-03",3758,0.126679789579538,0.865411074497475,68,5,0.076372978784574
"AL","2021-01-10",4280.85714285714,0.130266355574366,1.00679100125718,60,-8,-0.125163142954006
"AL","2021-01-17",2956.85714285714,-0.370026328374971,1.14817092801689,49,-11,-0.202524264111474
"AL","2021-01-24",2653.14285714286,-0.108382007088306,1.0663708768815,51,2,0.0400053346136992
"AL","2021-01-31",2638.42857142857,-0.00556141926390097,0.947374162763598,51,0,0
"AL","2021-02-07",1826.28571428571,-0.367899261869856,0.848982384439938,59,8,0.145711811181394
"AL","2021-02-14",1215.42857142857,-0.407187491685928,0.754024762081985,52,-7,-0.126293725324292
"AL","2021-02-21",844.571428571429,-0.36402271369209,0.655258521150281,36,-16,-0.367724780125317
"AL","2021-02-28",915.571428571429,0.0807190688761892,0.555857510456286,43,7,0.177681177237452
"AL","2021-03-07",636.142857142857,-0.364125226182524,0.561322798118786,41,-2,-0.0476280489892546
"AL","2021-03-14",550.571428571429,-0.144466456347391,0.584265802174037,47,6,0.136575535005751
"AL","2021-03-21",540,-0.0193875603606783,0.706418093143122,35,-12,-0.294799540220645
"AL","2021-03-28",418.714285714286,-0.254380347902741,0.845105265264513,42,7,0.182321556793955
"AR","2020-05-10",79,0.120952610417662,0.797795434149699,60,NA,NA
"AR","2020-05-17",110.714285714286,0.337505027831012,0.549479143344105,56,-4,-0.0689928714869514
"AR","2020-05-24",166.142857142857,0.405895123165318,0.695685309482521,60,4,0.0689928714869514
"AR","2020-05-31",190.142857142857,0.134927665876447,1.1429431437961,65,5,0.0800427076735364
"AR","2020-06-07",310.428571428571,0.490178161861318,0.763998357988801,64,-1,-0.0155041865359652
"AR","2020-06-14",439.285714285714,0.347196199984189,0.705173613855926,58,-6,-0.0984400728132525
"AR","2020-06-21",437.142857142857,-0.00488998529419168,0.614378743563586,56,-2,-0.0350913198112701
"AR","2020-06-28",608.142857142857,0.330149770881726,0.71677503421396,63,7,0.117783035656383
"AR","2020-07-05",570.857142857143,-0.0632708260597081,0.940652024523852,62,-1,-0.0160003413464412
"AR","2020-07-12",650.428571428571,0.130492495566338,0.942537146347325,70,8,0.121360857004268
"AR","2020-07-19",694.428571428571,0.0654578217106735,0.901716180691917,57,-13,-0.205443974214809
"AR","2020-07-26",770.714285714286,0.10422842064678,0.869743822133605,62,5,0.0840831172105414
"AR","2020-08-02",741,-0.0393171033408348,0.834022996688886,61,-1,-0.0162605208717803
"AR","2020-08-09",796.142857142857,0.0717780132181362,0.798302171244166,43,-18,-0.349673748479749
"AR","2020-08-16",468.857142857143,-0.5294805159195,0.762581345799446,40,-3,-0.0723206615796261
"AR","2020-08-23",558.428571428571,0.174828594142919,0.726860520354727,45,5,0.117783035656383
"AR","2020-08-30",611.714285714286,0.0911386033566732,0.691139694910007,38,-7,-0.169076330043934
"AR","2020-09-06",725.142857142857,0.17010335968465,0.870633872620615,57,19,0.405465108108164
"AR","2020-09-13",612.428571428571,-0.168936362236301,1.08599721752378,60,3,0.0512932943875505
"AR","2020-09-20",786.285714285714,0.249887913015203,0.810067869017065,47,-13,-0.244196960512042
"AR","2020-09-27",788.428571428571,0.00272158382632174,0.452256404942041,48,1,0.0210534091978323
"AR","2020-10-04",824.428571428571,0.0446486912714651,0.588836120929596,44,-4,-0.0870113769896298
"AR","2020-10-11",831.428571428571,0.00845488601451708,0.807814366927581,39,-5,-0.120627987788615
"AR","2020-10-18",890.428571428571,0.0685574960833671,0.732902677633027,39,0,0
"AR","2020-10-25",1007,0.123028004965025,0.609009332456382,39,0,0
"AR","2020-11-01",991.714285714286,-0.0152958453521441,0.721628266178686,36,-3,-0.0800427076735364
"AR","2020-11-08",1258.42857142857,0.238184008688064,0.873665913050815,44,8,0.200670695462151
"AR","2020-11-15",1596.28571428571,0.237815724909298,0.765004258709833,34,-10,-0.2578291093021
"AR","2020-11-22",1733.28571428571,0.0823393620327789,0.612892720833333,44,10,0.2578291093021
"AR","2020-11-29",1582,-0.0913289946689605,0.728039233553634,49,5,0.107630664192365
"AR","2020-12-06",2096.71428571429,0.281681624228286,0.887728754706735,47,-2,-0.0416726964005681
"AR","2020-12-13",2111.14285714286,0.00685794573739426,0.765655595315535,59,12,0.227389842195661
"AR","2020-12-20",2278.28571428571,0.0761938411526527,0.596621989166951,61,2,0.0333364202675917
"AR","2020-12-27",1889.57142857143,-0.187073234475198,0.682356489967677,68,7,0.108633841002795
"AR","2021-01-03",2656.85714285714,0.340793853012095,0.810552341926621,65,-3,-0.0451204352804695
"AR","2021-01-10",3085.85714285714,0.14968556185877,0.938748193885564,70,5,0.0741079721537218
"AR","2021-01-17",2292.28571428571,-0.297280012583311,1.06694404584451,56,-14,-0.22314355131421
"AR","2021-01-24",1849.14285714286,-0.214827237015328,0.9758397680064,61,5,0.0855221734381619
"AR","2021-01-31",1600.28571428571,-0.144540026528495,0.848185468535451,52,-9,-0.159630145591884
"AR","2021-02-07",1638.28571428571,0.0234682142334829,0.846242071673089,54,2,0.0377403279828471
"AR","2021-02-14",898.857142857143,-0.600281562825092,0.865250491912159,37,-17,-0.37806613392005
"AR","2021-02-21",355.142857142857,-0.928603992107512,1.36493801907458,25,-12,-0.392042087776024
"AR","2021-02-28",985.857142857143,1.02099133554995,1.94473873072422,41,16,0.494696241836107
"AR","2021-03-07",343.285714285714,-1.05494837188413,1.51122557503945,34,-7,-0.187211542088146
"AR","2021-03-14",303.571428571429,-0.122946154377952,0.90882677479894,43,9,0.234839591077401
"AR","2021-03-21",244.571428571429,-0.21610952465683,0.766965189438913,35,-8,-0.205852054204149
"AR","2021-03-28",182,-0.295500720569579,0.701859806558968,32,-3,-0.0896121586896872
"AZ","2020-05-10",354.142857142857,0.159273365605008,1.04847358976776,70,NA,NA
"AZ","2020-05-17",402.571428571429,0.128172160423435,0.822334862599141,76,6,0.082238098236972
"AZ","2020-05-24",343.142857142857,-0.159725689818697,0.675009482929509,65,-11,-0.156346070390694
"AZ","2020-05-31",513.857142857143,0.403798441055695,0.478937408166702,63,-2,-0.0312525435041044
"AZ","2020-06-07",993.285714285714,0.659073056403394,0.508423313934187,76,13,0.187598613894798
"AZ","2020-06-14",1257.42857142857,0.235805747272019,0.41643210867807,81,5,0.0637158143861078
"AZ","2020-06-21",2385.57142857143,0.640369869001396,0.727686962321705,100,19,0.210721031315653
"AZ","2020-06-28",3074,0.253540956781422,0.887708041498502,100,0,0
"AZ","2020-07-05",3454.42857142857,0.116677406652742,0.748227556196325,100,0,0
"AZ","2020-07-12",3482.57142857143,0.00811388540918471,1.12533609075688,85,-15,-0.162518929497775
"AZ","2020-07-19",3022.42857142857,-0.141710266232464,1.53913968730333,65,-20,-0.268263986594679
"AZ","2020-07-26",2627.14285714286,-0.140163781384951,1.52253861660372,66,1,0.0152674721307884
"AZ","2020-08-02",2350.42857142857,-0.111299207211717,1.36505274887309,63,-3,-0.0465200156348928
"AZ","2020-08-09",1208,-0.665631582836577,1.20756688114246,43,-20,-0.38193461069797
"AZ","2020-08-16",944.857142857143,-0.245687634008336,1.05008101341183,42,-1,-0.0235304974101942
"AZ","2020-08-23",652.285714285714,-0.370551066451997,0.892595145681201,40,-2,-0.0487901641694321
"AZ","2020-08-30",508.285714285714,-0.24943895886396,0.735109277950571,38,-2,-0.0512932943875506
"AZ","2020-09-06",586.428571428571,0.143007153660748,0.651288430115127,50,12,0.27443684570176
"AZ","2020-09-13",392.285714285714,-0.402060435558612,0.579745085595547,51,1,0.0198026272961797
"AZ","2020-09-20",786.571428571429,0.695693099374636,0.642982924409323,46,-5,-0.103184236235231
"AZ","2020-09-27",459.857142857143,-0.536767654403744,0.728684293778657,46,0,0
"AZ","2020-10-04",502.428571428571,0.0885376011751744,0.741984472342549,47,1,0.0215062052209637
"AZ","2020-10-11",688.714285714286,0.31537302193164,0.7432177857722,43,-4,-0.0889474860164962
"AZ","2020-10-18",796.285714285714,0.145131553636271,0.830526351754978,42,-1,-0.0235304974101942
"AZ","2020-10-25",1002,0.22979522265823,0.932180793163278,49,7,0.154150679827258
"AZ","2020-11-01",1330,0.283180939570989,1.04919743035299,52,3,0.0594234204708008
"AZ","2020-11-08",1684.42857142857,0.23624743730556,1.16877443350627,53,1,0.0190481949706944
"AZ","2020-11-15",2310.28571428571,0.315944823183988,1.18647009683386,40,-13,-0.281412459438185
"AZ","2020-11-22",3461.28571428571,0.404268911046767,1.18718553685716,57,17,0.354171813720614
"AZ","2020-11-29",3761.42857142857,0.0831587106829263,1.0697061936572,72,15,0.233614851181505
"AZ","2020-12-06",5468.71428571429,0.374244716037313,0.932527719920025,70,-2,-0.0281708769666963
"AZ","2020-12-13",6309.42857142857,0.143001572759093,0.923200280402355,87,17,0.217412876605225
"AZ","2020-12-20",6450.71428571429,0.022145753398138,0.935181346587935,79,-8,-0.0964602661875622
"AZ","2020-12-27",5820,-0.102890604904102,0.904732721575982,89,10,0.119188517265118
"AZ","2021-01-03",8863.85714285714,0.420681751576783,0.867212481364441,98,9,0.0963311089384321
"AZ","2021-01-10",8880.28571428571,0.00185171819851865,0.8296922411529,94,-4,-0.0416726964005681
"AZ","2021-01-17",7905.14285714286,-0.116320189275678,0.792172000941358,96,2,0.0210534091978323
"AZ","2021-01-24",6956,-0.127908945750934,0.809398399678664,91,-5,-0.0534886849509862
"AZ","2021-01-31",5118.57142857143,-0.306729214230487,0.835749238240777,75,-16,-0.19337139298054
"AZ","2021-02-07",3176.14285714286,-0.477207859679531,0.854582987563759,84,9,0.113328685307003
"AZ","2021-02-14",2376.14285714286,-0.290188997828934,0.872163888680219,63,-21,-0.287682072451781
"AZ","2021-02-21",1528.14285714286,-0.441425345484404,0.758620466985966,53,-10,-0.172842812839411
"AZ","2021-02-28",1259.28571428571,-0.19350851247416,0.623222991489929,55,2,0.0370412716803491
"AZ","2021-03-07",1381.71428571429,0.092780297462658,0.720857825603523,63,8,0.135801541159062
"AZ","2021-03-14",898.428571428571,-0.430433037751125,0.857331377985388,57,-6,-0.100083458556983
"AZ","2021-03-21",501.428571428571,-0.583186038083592,0.87617313871265,51,-6,-0.111225635110224
"AZ","2021-03-28",519.285714285714,0.0349930735077083,0.875409600830811,74,23,0.372239460479844
"CA","2020-05-10",1866.28571428571,0.131695968432295,0.634888046146083,67,NA,NA
"CA","2020-05-17",1737,-0.0717907193538828,0.712764037157765,73,6,0.0857668217574251
"CA","2020-05-24",1981.57142857143,0.131730693466872,0.59446578516213,70,-3,-0.0419641990990322
"CA","2020-05-31",2553.28571428571,0.253490864427088,0.682249199153212,66,-4,-0.0588405000229335
"CA","2020-06-07",2604.14285714286,0.019722538342543,0.705208160615206,61,-5,-0.0787808778531143
"CA","2020-06-14",2863.28571428571,0.0948662330606655,0.699534621231539,60,-1,-0.0165293019512106
"CA","2020-06-21",3567,0.219755089820618,0.730542002632981,52,-8,-0.143100843640673
"CA","2020-06-28",5345.57142857143,0.404543541379614,0.5634682663743,67,15,0.253448900809539
"CA","2020-07-05",6987.42857142857,0.267844168336797,0.576208544481363,76,9,0.126040720895365
"CA","2020-07-12",8664.14285714286,0.215080382059484,0.841300869677111,72,-4,-0.0540672212702758
"CA","2020-07-19",9126.85714285714,0.0520284031129023,0.918648177293281,63,-9,-0.133531392624523
"CA","2020-07-26",9852.42857142857,0.076496579003621,0.865260100912495,66,3,0.0465200156348929
"CA","2020-08-02",7929,-0.217191055978911,0.799059614179959,68,2,0.0298529631496811
"CA","2020-08-09",6428.28571428571,-0.209819029007383,0.732859127447423,46,-22,-0.390866308687012
"CA","2020-08-16",9628.85714285714,0.404056646730322,0.666658640714887,42,-4,-0.0909717782057268
"CA","2020-08-23",6015.28571428571,-0.470460693417785,0.600458153982351,40,-2,-0.0487901641694321
"CA","2020-08-30",5177.14285714286,-0.15005051647595,0.534257667249814,40,0,0
"CA","2020-09-06",4605,-0.117110662412195,0.559391960452997,45,5,0.117783035656383
"CA","2020-09-13",3254.14285714286,-0.347213759863377,0.599748716978799,51,6,0.125163142954006
"CA","2020-09-20",3353.85714285714,0.0301821595841647,0.637536882699183,44,-7,-0.147635998806065
"CA","2020-09-27",3415.42857142857,0.0181919124786367,0.674896949951998,48,4,0.0870113769896297
"CA","2020-10-04",3060.14285714286,-0.109841381691329,0.767691856319328,47,-1,-0.0210534091978324
"CA","2020-10-11",3264.28571428571,0.0645793680695346,0.869725902539077,44,-3,-0.0659579677917974
"CA","2020-10-18",2962.57142857143,-0.0969833512041273,0.922302800751706,40,-4,-0.0953101798043249
"CA","2020-10-25",4387.42857142857,0.39268569156241,0.966636840963149,42,2,0.048790164169432
"CA","2020-11-01",4072.14285714286,-0.0745739472149514,0.995888030196095,43,1,0.023530497410194
"CA","2020-11-08",5443.57142857143,0.290265996634535,1.02262541093263,40,-3,-0.0723206615796261
"CA","2020-11-15",7815.14285714286,0.361627885508327,1.07716676872813,37,-3,-0.0779615414697118
"CA","2020-11-22",11812.5714285714,0.413101096093675,1.13634212270012,57,20,0.432133355190326
"CA","2020-11-29",13843,0.158615350040829,1.01453267324472,69,12,0.191055236762709
"CA","2020-12-06",20395.1428571429,0.387517087557306,0.86255908988475,75,6,0.083381608939051
"CA","2020-12-13",30009.4285714286,0.386214840736127,0.867006955908438,90,15,0.182321556793955
"CA","2020-12-20",43241.4285714286,0.365287412418377,0.89752506349607,89,-1,-0.0111733005981252
"CA","2020-12-27",38335.7142857143,-0.120417080849884,0.907816435932226,100,11,0.116533816255952
"CA","2021-01-03",38350.7142857143,0.000391203514643447,0.914736685843135,100,0,0
"CA","2021-01-10",39957.2857142857,0.0410378733232479,0.921656935754045,93,-7,-0.0725706928348354
"CA","2021-01-17",38787.5714285714,-0.029711155096772,0.928577185664954,88,-5,-0.0552626786750494
"CA","2021-01-24",23810.8571428571,-0.487958212177817,0.91247428320191,80,-8,-0.0953101798043249
"CA","2021-01-31",19171,-0.216742938592915,0.892534188676541,75,-5,-0.0645385211375712
"CA","2021-02-07",13225.4285714286,-0.371257337161448,0.866892674034341,75,0,0
"CA","2021-02-14",9136,-0.36991873046281,0.840300922706002,61,-14,-0.206614249362999
"CA","2021-02-21",6009.71428571429,-0.418845445311186,0.765165226204005,51,-10,-0.179048231448985
"CA","2021-02-28",4802.28571428571,-0.224285212555137,0.681938872173065,59,8,0.145711811181394
"CA","2021-03-07",3690.28571428571,-0.263388110646671,0.692615842397553,58,-1,-0.0170944333593001
"CA","2021-03-14",3037.57142857143,-0.19464556043141,0.718943366664613,65,7,0.113944259349218
"CA","2021-03-21",2706.14285714286,-0.115534002878422,0.853659584433907,59,-6,-0.0968498259899177
"CA","2021-03-28",2416.14285714286,-0.113351913154237,1.00644058445357,66,7,0.112117298120706
"CO","2020-05-10",442.571428571429,-0.0273815259874597,0.473733654014001,81,NA,NA
"CO","2020-05-17",309.285714285714,-0.358336380540224,0.614985631229648,79,-2,-0.0250013022054173
"CO","2020-05-24",334.285714285714,0.077730567915157,0.505244403100458,75,-4,-0.0519597389307111
"CO","2020-05-31",320.142857142857,-0.04322873455082,0.504705848693796,72,-3,-0.0408219945202552
"CO","2020-06-07",231.857142857143,-0.322645906286336,0.897588356216076,70,-2,-0.0281708769666963
"CO","2020-06-14",161.285714285714,-0.362944003364929,1.0472612386796,55,-15,-0.241162056816888
"CO","2020-06-21",201.285714285714,0.221547947749018,0.603497615690877,48,-7,-0.13613217432458
"CO","2020-06-28",252.571428571429,0.226968731298909,0.755502417944634,58,10,0.189241999638528
"CO","2020-07-05",251.142857142857,-0.00567216495246653,0.851880042873396,64,6,0.0984400728132525
"CO","2020-07-12",406.857142857143,0.482440194286744,0.923133969085315,69,5,0.0752234212375875
"CO","2020-07-19",461.285714285714,0.125555498226409,1.34994664245229,62,-7,-0.106972119552168
"CO","2020-07-26",599.142857142857,0.26148244070359,1.41928926652948,68,6,0.0923733201310151
"CO","2020-08-02",482.857142857143,-0.215779222984801,1.29651936876718,72,4,0.0571584138399486
"CO","2020-08-09",420.571428571429,-0.138106508628298,1.17374947100489,52,-20,-0.325422400434628
"CO","2020-08-16",359.428571428571,-0.157098862028436,1.05097957324259,46,-6,-0.122602322092332
"CO","2020-08-23",279.571428571429,-0.251257650424255,0.928209675480298,45,-1,-0.0219789067187752
"CO","2020-08-30",298.571428571429,0.0657513775627804,0.805439777718003,43,-2,-0.0454623740767573
"CO","2020-09-06",293,-0.0188365868864761,0.794050810979971,53,10,0.209091797858559
"CO","2020-09-13",292.857142857143,-0.000487685939926835,0.801225332745982,61,8,0.140581950621189
"CO","2020-09-20",504.714285714286,0.544307575226691,0.84253845306713,58,-3,-0.050430853626892
"CO","2020-09-27",603.142857142857,0.178161581049121,0.889541339814135,59,1,0.0170944333593
"CO","2020-10-04",571,-0.0547648696969423,0.750412165020419,62,3,0.0495969411393722
"CO","2020-10-11",769.285714285714,0.298073230879166,0.580260979969916,57,-5,-0.0840831172105414
"CO","2020-10-18",977.285714285714,0.239316609170509,0.659604444073427,60,3,0.0512932943875505
"CO","2020-10-25",1398.14285714286,0.358121054664821,0.780530349702608,72,12,0.182321556793955
"CO","2020-11-01",1751.57142857143,0.225368518806567,0.896326358618211,87,15,0.189241999638528
"CO","2020-11-08",3376.28571428571,0.656262859966574,1.01126738474822,100,13,0.139262067333508
"CO","2020-11-15",4633.28571428571,0.31649006976192,1.20645965879427,67,-33,-0.400477566597125
"CO","2020-11-22",5026.14285714286,0.0813865884197438,1.41502714082632,100,33,0.400477566597125
"CO","2020-11-29",4310.28571428571,-0.153648669407103,1.25767367243146,91,-9,-0.0943106794712413
"CO","2020-12-06",4544.14285714286,0.0528349266203863,1.03933337896545,73,-18,-0.220400065368459
"CO","2020-12-13",3944.57142857143,-0.141498807770542,1.17462168758114,74,1,0.0136056520557787
"CO","2020-12-20",2956.71428571429,-0.288261698609148,1.36884809654378,68,-6,-0.084557388028063
"CO","2020-12-27",2304,-0.249431870343123,1.32032516422675,73,5,0.0709517359722844
"CO","2021-01-03",2318.85714285714,0.00642771063455537,1.23134400836312,82,9,0.116259806115862
"CO","2021-01-10",2842.57142857143,0.203634621643654,1.14236285249949,74,-8,-0.102654154060083
"CO","2021-01-17",1976.14285714286,-0.36356218227449,1.05338169663585,64,-10,-0.145182009844498
"CO","2021-01-24",1614.85714285714,-0.201900396510452,1.06921250706887,63,-1,-0.0157483569681392
"CO","2021-01-31",1019.42857142857,-0.460004250104518,1.10251197855132,66,3,0.0465200156348929
"CO","2021-02-07",1695.42857142857,0.508693307150867,0.950582171293748,78,12,0.167054084663166
"CO","2021-02-14",1221,-0.328265358244694,0.7677808175795,69,-9,-0.122602322092332
"CO","2021-02-21",968.285714285714,-0.231898270999021,0.898417840816327,50,-19,-0.322083499169113
"CO","2021-02-28",1098.42857142857,0.126108662865184,1.081294593545,64,14,0.246860077931526
"CO","2021-03-07",1185.57142857143,0.0763442895662674,1.19342124314392,63,-1,-0.0157483569681392
"CO","2021-03-14",1052.28571428571,-0.119260207593437,1.29375620888788,60,-3,-0.0487901641694321
"CO","2021-03-21",951.714285714286,-0.100455078251386,1.13152970561657,62,2,0.032789822822991
"CO","2021-03-28",1132,0.173476389064817,0.925542957509384,74,12,0.176930708159078
"CT","2020-05-10",606,0.0480478654838569,1.04154361208973,71,NA,NA
"CT","2020-05-17",552.142857142857,-0.0930731741031055,0.777441652767479,76,5,0.0680534632450156
"CT","2020-05-24",435.571428571429,-0.237148014033267,0.399392701942968,72,-4,-0.0540672212702758
"CT","2020-05-31",247.571428571429,-0.564959657272649,0.773145029200237,63,-9,-0.133531392624523
"CT","2020-06-07",252.428571428571,0.0194291826040902,0.662643735749386,64,1,0.0157483569681391
"CT","2020-06-14",160,-0.455954508030556,0.99914918103643,56,-8,-0.133531392624523
"CT","2020-06-21",95.2857142857143,-0.518293918373517,1.0727348794846,49,-7,-0.133531392624523
"CT","2020-06-28",78.2857142857143,-0.196514758967608,0.772511365755951,56,7,0.133531392624523
"CT","2020-07-05",59.1428571428571,-0.280409313122701,0.775798829488495,57,1,0.0176995770994009
