"location","hits","keyword","geo","gprop","date_end"
"Georgia",80,"covid","US","web","2021-01-03"
"Hawaii",79,"covid","US","web","2021-01-03"
"Montana",78,"covid","US","web","2021-01-03"
"North Carolina",78,"covid","US","web","2021-01-03"
"South Carolina",78,"covid","US","web","2021-01-03"
"Maryland",76,"covid","US","web","2021-01-03"
"Pennsylvania",76,"covid","US","web","2021-01-03"
"Oklahoma",75,"covid","US","web","2021-01-03"
"Alaska",75,"covid","US","web","2021-01-03"
"Washington",75,"covid","US","web","2021-01-03"
"Virginia",75,"covid","US","web","2021-01-03"
"Minnesota",74,"covid","US","web","2021-01-03"
"South Dakota",74,"covid","US","web","2021-01-03"
"Nevada",73,"covid","US","web","2021-01-03"
"Oregon",70,"covid","US","web","2021-01-03"
"Ohio",69,"covid","US","web","2021-01-03"
"Indiana",69,"covid","US","web","2021-01-03"
"Kentucky",69,"covid","US","web","2021-01-03"
"Kansas",69,"covid","US","web","2021-01-03"
"North Dakota",68,"covid","US","web","2021-01-03"
"Illinois",68,"covid","US","web","2021-01-03"
"Alabama",68,"covid","US","web","2021-01-03"
"Arkansas",65,"covid","US","web","2021-01-03"
"Wyoming",65,"covid","US","web","2021-01-03"
"Michigan",63,"covid","US","web","2021-01-03"
"Wisconsin",63,"covid","US","web","2021-01-03"
"Missouri",62,"covid","US","web","2021-01-03"
"Mississippi",61,"covid","US","web","2021-01-03"
"Louisiana",60,"covid","US","web","2021-01-03"
"Idaho",59,"covid","US","web","2021-01-03"
"Iowa",57,"covid","US","web","2021-01-03"
"Nebraska",57,"covid","US","web","2021-01-03"
"Vermont",100,"covid","US","web","2021-01-10"
"Arizona",94,"covid","US","web","2021-01-10"
"California",93,"covid","US","web","2021-01-10"
"Alaska",93,"covid","US","web","2021-01-10"
"Massachusetts",92,"covid","US","web","2021-01-10"
"Rhode Island",92,"covid","US","web","2021-01-10"
"New Jersey",88,"covid","US","web","2021-01-10"
"Florida",85,"covid","US","web","2021-01-10"
"Maine",85,"covid","US","web","2021-01-10"
"Oklahoma",83,"covid","US","web","2021-01-10"
"New Hampshire",83,"covid","US","web","2021-01-10"
"Connecticut",82,"covid","US","web","2021-01-10"
"New York",81,"covid","US","web","2021-01-10"
"Delaware",81,"covid","US","web","2021-01-10"
"Texas",80,"covid","US","web","2021-01-10"
"Georgia",76,"covid","US","web","2021-01-10"
"New Mexico",76,"covid","US","web","2021-01-10"
"West Virginia",76,"covid","US","web","2021-01-10"
"Hawaii",76,"covid","US","web","2021-01-10"
"South Carolina",75,"covid","US","web","2021-01-10"
"Virginia",74,"covid","US","web","2021-01-10"
"Colorado",74,"covid","US","web","2021-01-10"
"North Carolina",73,"covid","US","web","2021-01-10"
"Pennsylvania",71,"covid","US","web","2021-01-10"
"Maryland",71,"covid","US","web","2021-01-10"
"Utah",71,"covid","US","web","2021-01-10"
"Arkansas",70,"covid","US","web","2021-01-10"
"Washington",69,"covid","US","web","2021-01-10"
"Montana",69,"covid","US","web","2021-01-10"
"Oregon",68,"covid","US","web","2021-01-10"
"Tennessee",66,"covid","US","web","2021-01-10"
"Minnesota",66,"covid","US","web","2021-01-10"
"Kentucky",66,"covid","US","web","2021-01-10"
"Ohio",66,"covid","US","web","2021-01-10"
"Indiana",66,"covid","US","web","2021-01-10"
"Nevada",63,"covid","US","web","2021-01-10"
"Michigan",63,"covid","US","web","2021-01-10"
"South Dakota",63,"covid","US","web","2021-01-10"
"Illinois",62,"covid","US","web","2021-01-10"
"Wyoming",62,"covid","US","web","2021-01-10"
"Wisconsin",62,"covid","US","web","2021-01-10"
"Kansas",62,"covid","US","web","2021-01-10"
"Alabama",60,"covid","US","web","2021-01-10"
"Louisiana",60,"covid","US","web","2021-01-10"
"Mississippi",59,"covid","US","web","2021-01-10"
"Idaho",56,"covid","US","web","2021-01-10"
"North Dakota",56,"covid","US","web","2021-01-10"
"Missouri",54,"covid","US","web","2021-01-10"
"Iowa",52,"covid","US","web","2021-01-10"
"Nebraska",51,"covid","US","web","2021-01-10"
"Vermont",100,"covid","US","web","2021-01-17"
"New York",100,"covid","US","web","2021-01-17"
"Arizona",96,"covid","US","web","2021-01-17"
"New Jersey",92,"covid","US","web","2021-01-17"
"Connecticut",89,"covid","US","web","2021-01-17"
"California",88,"covid","US","web","2021-01-17"
"Alaska",85,"covid","US","web","2021-01-17"
"Delaware",80,"covid","US","web","2021-01-17"
"Rhode Island",78,"covid","US","web","2021-01-17"
"Hawaii",77,"covid","US","web","2021-01-17"
"Massachusetts",76,"covid","US","web","2021-01-17"
"Florida",74,"covid","US","web","2021-01-17"
"Georgia",74,"covid","US","web","2021-01-17"
"South Carolina",74,"covid","US","web","2021-01-17"
"Maryland",71,"covid","US","web","2021-01-17"
"Maine",70,"covid","US","web","2021-01-17"
"New Hampshire",70,"covid","US","web","2021-01-17"
"Virginia",70,"covid","US","web","2021-01-17"
"West Virginia",69,"covid","US","web","2021-01-17"
"North Carolina",69,"covid","US","web","2021-01-17"
"Nevada",68,"covid","US","web","2021-01-17"
"Texas",68,"covid","US","web","2021-01-17"
"Pennsylvania",68,"covid","US","web","2021-01-17"
"Utah",66,"covid","US","web","2021-01-17"
"Oregon",66,"covid","US","web","2021-01-17"
"Washington",65,"covid","US","web","2021-01-17"
"New Mexico",64,"covid","US","web","2021-01-17"
"Colorado",64,"covid","US","web","2021-01-17"
"Ohio",63,"covid","US","web","2021-01-17"
"Indiana",63,"covid","US","web","2021-01-17"
"Kentucky",62,"covid","US","web","2021-01-17"
"Oklahoma",60,"covid","US","web","2021-01-17"
"Illinois",59,"covid","US","web","2021-01-17"
"Michigan",58,"covid","US","web","2021-01-17"
"Minnesota",58,"covid","US","web","2021-01-17"
"Tennessee",57,"covid","US","web","2021-01-17"
"Wisconsin",56,"covid","US","web","2021-01-17"
"Arkansas",56,"covid","US","web","2021-01-17"
"Wyoming",55,"covid","US","web","2021-01-17"
"Idaho",55,"covid","US","web","2021-01-17"
"Montana",55,"covid","US","web","2021-01-17"
"South Dakota",52,"covid","US","web","2021-01-17"
"Mississippi",52,"covid","US","web","2021-01-17"
"Missouri",50,"covid","US","web","2021-01-17"
"Iowa",50,"covid","US","web","2021-01-17"
"Louisiana",49,"covid","US","web","2021-01-17"
"Alabama",49,"covid","US","web","2021-01-17"
"Kansas",48,"covid","US","web","2021-01-17"
"Nebraska",48,"covid","US","web","2021-01-17"
"North Dakota",47,"covid","US","web","2021-01-17"
"Vermont",100,"covid","US","web","2021-01-24"
"New Jersey",93,"covid","US","web","2021-01-24"
"Delaware",93,"covid","US","web","2021-01-24"
"Arizona",91,"covid","US","web","2021-01-24"
"New Hampshire",86,"covid","US","web","2021-01-24"
"Pennsylvania",85,"covid","US","web","2021-01-24"
"Maine",84,"covid","US","web","2021-01-24"
"Washington",83,"covid","US","web","2021-01-24"
"Connecticut",83,"covid","US","web","2021-01-24"
"California",80,"covid","US","web","2021-01-24"
"Florida",79,"covid","US","web","2021-01-24"
"New York",79,"covid","US","web","2021-01-24"
"Massachusetts",79,"covid","US","web","2021-01-24"
"South Carolina",78,"covid","US","web","2021-01-24"
"Virginia",76,"covid","US","web","2021-01-24"
"Rhode Island",75,"covid","US","web","2021-01-24"
"Maryland",75,"covid","US","web","2021-01-24"
"New Mexico",74,"covid","US","web","2021-01-24"
"West Virginia",71,"covid","US","web","2021-01-24"
"Georgia",71,"covid","US","web","2021-01-24"
"Illinois",70,"covid","US","web","2021-01-24"
"Texas",68,"covid","US","web","2021-01-24"
"Oregon",68,"covid","US","web","2021-01-24"
"Hawaii",67,"covid","US","web","2021-01-24"
"Nevada",67,"covid","US","web","2021-01-24"
"Kentucky",67,"covid","US","web","2021-01-24"
"Montana",66,"covid","US","web","2021-01-24"
"North Carolina",66,"covid","US","web","2021-01-24"
"Wisconsin",65,"covid","US","web","2021-01-24"
"Minnesota",64,"covid","US","web","2021-01-24"
"Utah",64,"covid","US","web","2021-01-24"
"Colorado",63,"covid","US","web","2021-01-24"
"Alaska",63,"covid","US","web","2021-01-24"
"Ohio",63,"covid","US","web","2021-01-24"
"Arkansas",61,"covid","US","web","2021-01-24"
"Oklahoma",61,"covid","US","web","2021-01-24"
"Mississippi",61,"covid","US","web","2021-01-24"
"Michigan",60,"covid","US","web","2021-01-24"
"Missouri",59,"covid","US","web","2021-01-24"
"Iowa",59,"covid","US","web","2021-01-24"
"Indiana",58,"covid","US","web","2021-01-24"
"Kansas",58,"covid","US","web","2021-01-24"
"Nebraska",57,"covid","US","web","2021-01-24"
"Tennessee",52,"covid","US","web","2021-01-24"
"Idaho",52,"covid","US","web","2021-01-24"
"Wyoming",51,"covid","US","web","2021-01-24"
"South Dakota",51,"covid","US","web","2021-01-24"
"Alabama",51,"covid","US","web","2021-01-24"
"Louisiana",50,"covid","US","web","2021-01-24"
"North Dakota",49,"covid","US","web","2021-01-24"
"Vermont",100,"covid","US","web","2021-01-31"
"Massachusetts",95,"covid","US","web","2021-01-31"
"Delaware",85,"covid","US","web","2021-01-31"
"Pennsylvania",85,"covid","US","web","2021-01-31"
"New Jersey",83,"covid","US","web","2021-01-31"
"Maine",81,"covid","US","web","2021-01-31"
"Rhode Island",80,"covid","US","web","2021-01-31"
"Washington",80,"covid","US","web","2021-01-31"
"Connecticut",76,"covid","US","web","2021-01-31"
"New York",75,"covid","US","web","2021-01-31"
"California",75,"covid","US","web","2021-01-31"
"Arizona",75,"covid","US","web","2021-01-31"
"Maryland",74,"covid","US","web","2021-01-31"
"Florida",73,"covid","US","web","2021-01-31"
"New Hampshire",73,"covid","US","web","2021-01-31"
"Hawaii",72,"covid","US","web","2021-01-31"
"Illinois",72,"covid","US","web","2021-01-31"
"Alaska",71,"covid","US","web","2021-01-31"
"South Carolina",70,"covid","US","web","2021-01-31"
"Minnesota",70,"covid","US","web","2021-01-31"
"Texas",69,"covid","US","web","2021-01-31"
"Oregon",68,"covid","US","web","2021-01-31"
"Virginia",68,"covid","US","web","2021-01-31"
"Ohio",67,"covid","US","web","2021-01-31"
"New Mexico",67,"covid","US","web","2021-01-31"
"Colorado",66,"covid","US","web","2021-01-31"
"Kentucky",65,"covid","US","web","2021-01-31"
"West Virginia",64,"covid","US","web","2021-01-31"
"Georgia",64,"covid","US","web","2021-01-31"
"Wisconsin",63,"covid","US","web","2021-01-31"
"Mississippi",62,"covid","US","web","2021-01-31"
"Montana",61,"covid","US","web","2021-01-31"
"Utah",59,"covid","US","web","2021-01-31"
"Michigan",58,"covid","US","web","2021-01-31"
"North Carolina",58,"covid","US","web","2021-01-31"
"Nevada",57,"covid","US","web","2021-01-31"
"Oklahoma",56,"covid","US","web","2021-01-31"
"Kansas",56,"covid","US","web","2021-01-31"
"South Dakota",56,"covid","US","web","2021-01-31"
"Idaho",55,"covid","US","web","2021-01-31"
"Missouri",54,"covid","US","web","2021-01-31"
"Indiana",53,"covid","US","web","2021-01-31"
"Tennessee",52,"covid","US","web","2021-01-31"
"Arkansas",52,"covid","US","web","2021-01-31"
"Iowa",52,"covid","US","web","2021-01-31"
"Alabama",51,"covid","US","web","2021-01-31"
"Wyoming",51,"covid","US","web","2021-01-31"
"Louisiana",48,"covid","US","web","2021-01-31"
"North Dakota",46,"covid","US","web","2021-01-31"
"Nebraska",46,"covid","US","web","2021-01-31"
"Vermont",100,"covid","US","web","2021-02-07"
"Delaware",88,"covid","US","web","2021-02-07"
"Pennsylvania",88,"covid","US","web","2021-02-07"
"Massachusetts",85,"covid","US","web","2021-02-07"
"Arizona",84,"covid","US","web","2021-02-07"
"Rhode Island",84,"covid","US","web","2021-02-07"
"New Jersey",81,"covid","US","web","2021-02-07"
"Washington",79,"covid","US","web","2021-02-07"
"Illinois",79,"covid","US","web","2021-02-07"
"New York",79,"covid","US","web","2021-02-07"
"Colorado",78,"covid","US","web","2021-02-07"
"Maryland",77,"covid","US","web","2021-02-07"
"Maine",75,"covid","US","web","2021-02-07"
"California",75,"covid","US","web","2021-02-07"
"Alaska",75,"covid","US","web","2021-02-07"
"Oregon",74,"covid","US","web","2021-02-07"
"Iowa",73,"covid","US","web","2021-02-07"
"Virginia",73,"covid","US","web","2021-02-07"
"Ohio",73,"covid","US","web","2021-02-07"
"New Hampshire",73,"covid","US","web","2021-02-07"
"Connecticut",73,"covid","US","web","2021-02-07"
"Florida",72,"covid","US","web","2021-02-07"
"Texas",70,"covid","US","web","2021-02-07"
"South Carolina",70,"covid","US","web","2021-02-07"
"Minnesota",69,"covid","US","web","2021-02-07"
"Kentucky",67,"covid","US","web","2021-02-07"
"West Virginia",66,"covid","US","web","2021-02-07"
"Oklahoma",66,"covid","US","web","2021-02-07"
"New Mexico",66,"covid","US","web","2021-02-07"
"Hawaii",65,"covid","US","web","2021-02-07"
"Idaho",65,"covid","US","web","2021-02-07"
"Missouri",64,"covid","US","web","2021-02-07"
"Michigan",62,"covid","US","web","2021-02-07"
"Wisconsin",61,"covid","US","web","2021-02-07"
"Mississippi",61,"covid","US","web","2021-02-07"
"Utah",61,"covid","US","web","2021-02-07"
"Montana",61,"covid","US","web","2021-02-07"
"Georgia",61,"covid","US","web","2021-02-07"
"North Carolina",60,"covid","US","web","2021-02-07"
"Nevada",60,"covid","US","web","2021-02-07"
"Alabama",59,"covid","US","web","2021-02-07"
"Indiana",58,"covid","US","web","2021-02-07"
"Kansas",57,"covid","US","web","2021-02-07"
"Tennessee",56,"covid","US","web","2021-02-07"
"Nebraska",56,"covid","US","web","2021-02-07"
"Arkansas",54,"covid","US","web","2021-02-07"
"Louisiana",53,"covid","US","web","2021-02-07"
"South Dakota",52,"covid","US","web","2021-02-07"
"Wyoming",48,"covid","US","web","2021-02-07"
"North Dakota",42,"covid","US","web","2021-02-07"
"New Jersey",100,"covid","US","web","2021-02-14"
"New York",83,"covid","US","web","2021-02-14"
"Pennsylvania",82,"covid","US","web","2021-02-14"
"Vermont",80,"covid","US","web","2021-02-14"
"Connecticut",79,"covid","US","web","2021-02-14"
"Massachusetts",77,"covid","US","web","2021-02-14"
"Rhode Island",76,"covid","US","web","2021-02-14"
"Maine",74,"covid","US","web","2021-02-14"
"Maryland",73,"covid","US","web","2021-02-14"
"Delaware",72,"covid","US","web","2021-02-14"
"Alaska",72,"covid","US","web","2021-02-14"
"Colorado",69,"covid","US","web","2021-02-14"
"Minnesota",69,"covid","US","web","2021-02-14"
"Illinois",68,"covid","US","web","2021-02-14"
"Ohio",67,"covid","US","web","2021-02-14"
"Virginia",65,"covid","US","web","2021-02-14"
"Florida",64,"covid","US","web","2021-02-14"
"New Hampshire",64,"covid","US","web","2021-02-14"
"Arizona",63,"covid","US","web","2021-02-14"
"Hawaii",63,"covid","US","web","2021-02-14"
"Oregon",62,"covid","US","web","2021-02-14"
"California",61,"covid","US","web","2021-02-14"
"Iowa",60,"covid","US","web","2021-02-14"
"Washington",58,"covid","US","web","2021-02-14"
"South Carolina",56,"covid","US","web","2021-02-14"
"Wisconsin",56,"covid","US","web","2021-02-14"
"West Virginia",55,"covid","US","web","2021-02-14"
"Texas",54,"covid","US","web","2021-02-14"
"Michigan",54,"covid","US","web","2021-02-14"
"North Carolina",54,"covid","US","web","2021-02-14"
"Utah",52,"covid","US","web","2021-02-14"
"Alabama",52,"covid","US","web","2021-02-14"
"Idaho",52,"covid","US","web","2021-02-14"
"New Mexico",52,"covid","US","web","2021-02-14"
"Georgia",50,"covid","US","web","2021-02-14"
"Montana",50,"covid","US","web","2021-02-14"
"Kansas",49,"covid","US","web","2021-02-14"
"Kentucky",49,"covid","US","web","2021-02-14"
"Nevada",49,"covid","US","web","2021-02-14"
"Missouri",48,"covid","US","web","2021-02-14"
"Tennessee",47,"covid","US","web","2021-02-14"
"Mississippi",47,"covid","US","web","2021-02-14"
"South Dakota",46,"covid","US","web","2021-02-14"
"North Dakota",46,"covid","US","web","2021-02-14"
"Nebraska",42,"covid","US","web","2021-02-14"
"Indiana",40,"covid","US","web","2021-02-14"
"Louisiana",40,"covid","US","web","2021-02-14"
"Wyoming",40,"covid","US","web","2021-02-14"
"Oklahoma",39,"covid","US","web","2021-02-14"
"Arkansas",37,"covid","US","web","2021-02-14"
"Massachusetts",100,"covid","US","web","2021-02-21"
"Rhode Island",77,"covid","US","web","2021-02-21"
"New Jersey",76,"covid","US","web","2021-02-21"
"Vermont",73,"covid","US","web","2021-02-21"
"New York",71,"covid","US","web","2021-02-21"
"Alaska",69,"covid","US","web","2021-02-21"
"New Hampshire",66,"covid","US","web","2021-02-21"
"Pennsylvania",65,"covid","US","web","2021-02-21"
"Connecticut",64,"covid","US","web","2021-02-21"
"Maryland",61,"covid","US","web","2021-02-21"
"Delaware",56,"covid","US","web","2021-02-21"
"Minnesota",55,"covid","US","web","2021-02-21"
"Maine",53,"covid","US","web","2021-02-21"
"Hawaii",53,"covid","US","web","2021-02-21"
"Arizona",53,"covid","US","web","2021-02-21"
"Oregon",53,"covid","US","web","2021-02-21"
"Virginia",52,"covid","US","web","2021-02-21"
"California",51,"covid","US","web","2021-02-21"
"Illinois",51,"covid","US","web","2021-02-21"
"Colorado",50,"covid","US","web","2021-02-21"
"Florida",50,"covid","US","web","2021-02-21"
"Iowa",48,"covid","US","web","2021-02-21"
"Washington",48,"covid","US","web","2021-02-21"
"Utah",47,"covid","US","web","2021-02-21"
"Wisconsin",45,"covid","US","web","2021-02-21"
"New Mexico",45,"covid","US","web","2021-02-21"
"Kansas",44,"covid","US","web","2021-02-21"
"Ohio",44,"covid","US","web","2021-02-21"
"South Carolina",43,"covid","US","web","2021-02-21"
"Montana",43,"covid","US","web","2021-02-21"
"Nevada",43,"covid","US","web","2021-02-21"
"Michigan",42,"covid","US","web","2021-02-21"
"North Carolina",40,"covid","US","web","2021-02-21"
"Nebraska",40,"covid","US","web","2021-02-21"
"Idaho",40,"covid","US","web","2021-02-21"
"Kentucky",39,"covid","US","web","2021-02-21"
"North Dakota",38,"covid","US","web","2021-02-21"
"West Virginia",38,"covid","US","web","2021-02-21"
"Georgia",37,"covid","US","web","2021-02-21"
"Missouri",37,"covid","US","web","2021-02-21"
"Alabama",36,"covid","US","web","2021-02-21"
"Tennessee",34,"covid","US","web","2021-02-21"
"Indiana",34,"covid","US","web","2021-02-21"
"Wyoming",34,"covid","US","web","2021-02-21"
"South Dakota",32,"covid","US","web","2021-02-21"
"Oklahoma",29,"covid","US","web","2021-02-21"
"Texas",26,"covid","US","web","2021-02-21"
"Arkansas",25,"covid","US","web","2021-02-21"
"Louisiana",23,"covid","US","web","2021-02-21"
"Mississippi",22,"covid","US","web","2021-02-21"
"Massachusetts",100,"covid","US","web","2021-02-28"
"Rhode Island",95,"covid","US","web","2021-02-28"
"New Jersey",95,"covid","US","web","2021-02-28"
"Vermont",85,"covid","US","web","2021-02-28"
"Oregon",81,"covid","US","web","2021-02-28"
"Connecticut",80,"covid","US","web","2021-02-28"
"New York",78,"covid","US","web","2021-02-28"
"Delaware",77,"covid","US","web","2021-02-28"
"Pennsylvania",74,"covid","US","web","2021-02-28"
"Maryland",72,"covid","US","web","2021-02-28"
"New Hampshire",71,"covid","US","web","2021-02-28"
"Maine",70,"covid","US","web","2021-02-28"
"Hawaii",66,"covid","US","web","2021-02-28"
"Minnesota",64,"covid","US","web","2021-02-28"
"Colorado",64,"covid","US","web","2021-02-28"
"New Mexico",64,"covid","US","web","2021-02-28"
"Illinois",63,"covid","US","web","2021-02-28"
"South Dakota",62,"covid","US","web","2021-02-28"
"Virginia",61,"covid","US","web","2021-02-28"
"California",59,"covid","US","web","2021-02-28"
"Kentucky",58,"covid","US","web","2021-02-28"
"Utah",58,"covid","US","web","2021-02-28"
"Washington",57,"covid","US","web","2021-02-28"
"Florida",55,"covid","US","web","2021-02-28"
"Arizona",55,"covid","US","web","2021-02-28"
"Missouri",54,"covid","US","web","2021-02-28"
"Wisconsin",54,"covid","US","web","2021-02-28"
"Ohio",54,"covid","US","web","2021-02-28"
"Iowa",53,"covid","US","web","2021-02-28"
"Alaska",51,"covid","US","web","2021-02-28"
"Michigan",50,"covid","US","web","2021-02-28"
"Kansas",50,"covid","US","web","2021-02-28"
"Texas",49,"covid","US","web","2021-02-28"
"North Carolina",49,"covid","US","web","2021-02-28"
"Montana",48,"covid","US","web","2021-02-28"
"South Carolina",47,"covid","US","web","2021-02-28"
"Nevada",47,"covid","US","web","2021-02-28"
"West Virginia",45,"covid","US","web","2021-02-28"
"Tennessee",45,"covid","US","web","2021-02-28"
"Nebraska",44,"covid","US","web","2021-02-28"
"Indiana",44,"covid","US","web","2021-02-28"
"Oklahoma",43,"covid","US","web","2021-02-28"
"Georgia",43,"covid","US","web","2021-02-28"
"Alabama",43,"covid","US","web","2021-02-28"
"Idaho",41,"covid","US","web","2021-02-28"
"Arkansas",41,"covid","US","web","2021-02-28"
"Mississippi",40,"covid","US","web","2021-02-28"
"Louisiana",36,"covid","US","web","2021-02-28"
"North Dakota",36,"covid","US","web","2021-02-28"
"Wyoming",34,"covid","US","web","2021-02-28"
"Vermont",100,"covid","US","web","2021-03-07"
"Connecticut",100,"covid","US","web","2021-03-07"
"New Jersey",98,"covid","US","web","2021-03-07"
"Massachusetts",91,"covid","US","web","2021-03-07"
"Maine",84,"covid","US","web","2021-03-07"
"Rhode Island",81,"covid","US","web","2021-03-07"
"Pennsylvania",77,"covid","US","web","2021-03-07"
"New Hampshire",74,"covid","US","web","2021-03-07"
"Maryland",70,"covid","US","web","2021-03-07"
"Hawaii",70,"covid","US","web","2021-03-07"
"Oregon",69,"covid","US","web","2021-03-07"
"New York",69,"covid","US","web","2021-03-07"
"Delaware",67,"covid","US","web","2021-03-07"
"Kentucky",65,"covid","US","web","2021-03-07"
"Illinois",65,"covid","US","web","2021-03-07"
"Ohio",64,"covid","US","web","2021-03-07"
"Washington",64,"covid","US","web","2021-03-07"
"Arizona",63,"covid","US","web","2021-03-07"
"Colorado",63,"covid","US","web","2021-03-07"
"Alaska",61,"covid","US","web","2021-03-07"
"Florida",59,"covid","US","web","2021-03-07"
"Minnesota",59,"covid","US","web","2021-03-07"
"Virginia",58,"covid","US","web","2021-03-07"
"California",58,"covid","US","web","2021-03-07"
"Texas",57,"covid","US","web","2021-03-07"
"Iowa",57,"covid","US","web","2021-03-07"
"Michigan",56,"covid","US","web","2021-03-07"
"Wisconsin",55,"covid","US","web","2021-03-07"
"Utah",54,"covid","US","web","2021-03-07"
"North Carolina",52,"covid","US","web","2021-03-07"
"South Carolina",51,"covid","US","web","2021-03-07"
"Montana",51,"covid","US","web","2021-03-07"
"New Mexico",49,"covid","US","web","2021-03-07"
"Indiana",48,"covid","US","web","2021-03-07"
"Missouri",48,"covid","US","web","2021-03-07"
"Tennessee",48,"covid","US","web","2021-03-07"
"South Dakota",47,"covid","US","web","2021-03-07"
"Nevada",47,"covid","US","web","2021-03-07"
"Nebraska",45,"covid","US","web","2021-03-07"
"Kansas",45,"covid","US","web","2021-03-07"
"West Virginia",44,"covid","US","web","2021-03-07"
"Alabama",41,"covid","US","web","2021-03-07"
"Oklahoma",40,"covid","US","web","2021-03-07"
"Georgia",40,"covid","US","web","2021-03-07"
"Idaho",38,"covid","US","web","2021-03-07"
"Mississippi",37,"covid","US","web","2021-03-07"
"North Dakota",36,"covid","US","web","2021-03-07"
"Wyoming",35,"covid","US","web","2021-03-07"
"Louisiana",34,"covid","US","web","2021-03-07"
"Arkansas",34,"covid","US","web","2021-03-07"
"Rhode Island",100,"covid","US","web","2021-03-14"
"New Jersey",100,"covid","US","web","2021-03-14"
"Massachusetts",92,"covid","US","web","2021-03-14"
"Maine",87,"covid","US","web","2021-03-14"
"Vermont",87,"covid","US","web","2021-03-14"
"Connecticut",86,"covid","US","web","2021-03-14"
"Pennsylvania",80,"covid","US","web","2021-03-14"
"Iowa",76,"covid","US","web","2021-03-14"
"Delaware",76,"covid","US","web","2021-03-14"
"Maryland",75,"covid","US","web","2021-03-14"
"Minnesota",75,"covid","US","web","2021-03-14"
"Ohio",70,"covid","US","web","2021-03-14"
"Illinois",69,"covid","US","web","2021-03-14"
"New York",69,"covid","US","web","2021-03-14"
"Hawaii",69,"covid","US","web","2021-03-14"
"Michigan",66,"covid","US","web","2021-03-14"
"Alaska",66,"covid","US","web","2021-03-14"
"New Hampshire",66,"covid","US","web","2021-03-14"
"California",65,"covid","US","web","2021-03-14"
"Florida",65,"covid","US","web","2021-03-14"
"South Carolina",65,"covid","US","web","2021-03-14"
"Virginia",62,"covid","US","web","2021-03-14"
"Oregon",62,"covid","US","web","2021-03-14"
"Wisconsin",62,"covid","US","web","2021-03-14"
"Washington",60,"covid","US","web","2021-03-14"
"Colorado",60,"covid","US","web","2021-03-14"
"Utah",59,"covid","US","web","2021-03-14"
"Texas",57,"covid","US","web","2021-03-14"
"Arizona",57,"covid","US","web","2021-03-14"
"Kentucky",56,"covid","US","web","2021-03-14"
"North Carolina",56,"covid","US","web","2021-03-14"
"Tennessee",54,"covid","US","web","2021-03-14"
"Montana",53,"covid","US","web","2021-03-14"
"New Mexico",52,"covid","US","web","2021-03-14"
"Missouri",52,"covid","US","web","2021-03-14"
"Georgia",51,"covid","US","web","2021-03-14"
"Kansas",50,"covid","US","web","2021-03-14"
"Idaho",50,"covid","US","web","2021-03-14"
"North Dakota",49,"covid","US","web","2021-03-14"
"Nevada",48,"covid","US","web","2021-03-14"
"South Dakota",48,"covid","US","web","2021-03-14"
"Alabama",47,"covid","US","web","2021-03-14"
"West Virginia",45,"covid","US","web","2021-03-14"
"Indiana",45,"covid","US","web","2021-03-14"
"Louisiana",44,"covid","US","web","2021-03-14"
"Nebraska",44,"covid","US","web","2021-03-14"
"Arkansas",43,"covid","US","web","2021-03-14"
"Oklahoma",43,"covid","US","web","2021-03-14"
"Wyoming",42,"covid","US","web","2021-03-14"
"Mississippi",36,"covid","US","web","2021-03-14"
"Rhode Island",100,"covid","US","web","2021-03-21"
"Connecticut",85,"covid","US","web","2021-03-21"
"New Jersey",85,"covid","US","web","2021-03-21"
"Delaware",84,"covid","US","web","2021-03-21"
"Vermont",80,"covid","US","web","2021-03-21"
"Massachusetts",79,"covid","US","web","2021-03-21"
"Hawaii",72,"covid","US","web","2021-03-21"
"Pennsylvania",70,"covid","US","web","2021-03-21"
"Maine",66,"covid","US","web","2021-03-21"
"Ohio",65,"covid","US","web","2021-03-21"
"Minnesota",65,"covid","US","web","2021-03-21"
"Michigan",64,"covid","US","web","2021-03-21"
"Maryland",64,"covid","US","web","2021-03-21"
"Illinois",63,"covid","US","web","2021-03-21"
"New Hampshire",63,"covid","US","web","2021-03-21"
"Colorado",62,"covid","US","web","2021-03-21"
"New York",61,"covid","US","web","2021-03-21"
"Wisconsin",60,"covid","US","web","2021-03-21"
"California",59,"covid","US","web","2021-03-21"
"Iowa",57,"covid","US","web","2021-03-21"
"Washington",57,"covid","US","web","2021-03-21"
"Florida",56,"covid","US","web","2021-03-21"
"Alaska",54,"covid","US","web","2021-03-21"
"Virginia",54,"covid","US","web","2021-03-21"
"Oregon",54,"covid","US","web","2021-03-21"
"North Carolina",52,"covid","US","web","2021-03-21"
"Montana",51,"covid","US","web","2021-03-21"
"Arizona",51,"covid","US","web","2021-03-21"
"Kansas",50,"covid","US","web","2021-03-21"
"Missouri",50,"covid","US","web","2021-03-21"
"New Mexico",50,"covid","US","web","2021-03-21"
"Utah",47,"covid","US","web","2021-03-21"
"South Dakota",47,"covid","US","web","2021-03-21"
"Georgia",46,"covid","US","web","2021-03-21"
"Texas",46,"covid","US","web","2021-03-21"
"South Carolina",45,"covid","US","web","2021-03-21"
"Kentucky",44,"covid","US","web","2021-03-21"
"Nevada",44,"covid","US","web","2021-03-21"
"Nebraska",44,"covid","US","web","2021-03-21"
"Idaho",44,"covid","US","web","2021-03-21"
"Indiana",42,"covid","US","web","2021-03-21"
