"location","hits","keyword","geo","gprop","date_end"
"California",66,"covid","US","web","2020-07-26"
"Arizona",66,"covid","US","web","2020-07-26"
"Hawaii",65,"covid","US","web","2020-07-26"
"Tennessee",65,"covid","US","web","2020-07-26"
"Maine",65,"covid","US","web","2020-07-26"
"South Dakota",64,"covid","US","web","2020-07-26"
"Indiana",64,"covid","US","web","2020-07-26"
"Michigan",64,"covid","US","web","2020-07-26"
"Maryland",64,"covid","US","web","2020-07-26"
"Utah",64,"covid","US","web","2020-07-26"
"Connecticut",63,"covid","US","web","2020-07-26"
"Arkansas",62,"covid","US","web","2020-07-26"
"Kansas",62,"covid","US","web","2020-07-26"
"Nebraska",62,"covid","US","web","2020-07-26"
"Texas",62,"covid","US","web","2020-07-26"
"Georgia",61,"covid","US","web","2020-07-26"
"Pennsylvania",60,"covid","US","web","2020-07-26"
"Virginia",60,"covid","US","web","2020-07-26"
"Delaware",58,"covid","US","web","2020-07-26"
"North Dakota",58,"covid","US","web","2020-07-26"
"West Virginia",58,"covid","US","web","2020-07-26"
"New Jersey",57,"covid","US","web","2020-07-26"
"South Carolina",56,"covid","US","web","2020-07-26"
"Louisiana",56,"covid","US","web","2020-07-26"
"Alabama",55,"covid","US","web","2020-07-26"
"Mississippi",54,"covid","US","web","2020-07-26"
"North Carolina",53,"covid","US","web","2020-07-26"
"New York",51,"covid","US","web","2020-07-26"
"Alaska",100,"covid","US","web","2020-08-02"
"Montana",98,"covid","US","web","2020-08-02"
"Hawaii",95,"covid","US","web","2020-08-02"
"Minnesota",94,"covid","US","web","2020-08-02"
"Vermont",84,"covid","US","web","2020-08-02"
"Wisconsin",83,"covid","US","web","2020-08-02"
"Idaho",82,"covid","US","web","2020-08-02"
"North Dakota",79,"covid","US","web","2020-08-02"
"Illinois",79,"covid","US","web","2020-08-02"
"Massachusetts",77,"covid","US","web","2020-08-02"
"Nebraska",76,"covid","US","web","2020-08-02"
"New Hampshire",76,"covid","US","web","2020-08-02"
"Maryland",75,"covid","US","web","2020-08-02"
"Iowa",72,"covid","US","web","2020-08-02"
"Colorado",72,"covid","US","web","2020-08-02"
"Ohio",72,"covid","US","web","2020-08-02"
"Rhode Island",71,"covid","US","web","2020-08-02"
"Missouri",71,"covid","US","web","2020-08-02"
"Kentucky",71,"covid","US","web","2020-08-02"
"Connecticut",70,"covid","US","web","2020-08-02"
"New Mexico",70,"covid","US","web","2020-08-02"
"Oregon",69,"covid","US","web","2020-08-02"
"Michigan",69,"covid","US","web","2020-08-02"
"Virginia",68,"covid","US","web","2020-08-02"
"Washington",68,"covid","US","web","2020-08-02"
"California",68,"covid","US","web","2020-08-02"
"South Dakota",67,"covid","US","web","2020-08-02"
"Pennsylvania",67,"covid","US","web","2020-08-02"
"Delaware",67,"covid","US","web","2020-08-02"
"Tennessee",66,"covid","US","web","2020-08-02"
"Maine",66,"covid","US","web","2020-08-02"
"Indiana",64,"covid","US","web","2020-08-02"
"Arizona",63,"covid","US","web","2020-08-02"
"Florida",63,"covid","US","web","2020-08-02"
"Kansas",63,"covid","US","web","2020-08-02"
"West Virginia",63,"covid","US","web","2020-08-02"
"New Jersey",63,"covid","US","web","2020-08-02"
"Georgia",62,"covid","US","web","2020-08-02"
"Texas",61,"covid","US","web","2020-08-02"
"Arkansas",61,"covid","US","web","2020-08-02"
"Nevada",60,"covid","US","web","2020-08-02"
"Alabama",60,"covid","US","web","2020-08-02"
"Utah",59,"covid","US","web","2020-08-02"
"Wyoming",58,"covid","US","web","2020-08-02"
"Oklahoma",57,"covid","US","web","2020-08-02"
"South Carolina",56,"covid","US","web","2020-08-02"
"North Carolina",56,"covid","US","web","2020-08-02"
"New York",55,"covid","US","web","2020-08-02"
"Louisiana",55,"covid","US","web","2020-08-02"
"Mississippi",52,"covid","US","web","2020-08-02"
"Hawaii",100,"covid","US","web","2020-08-09"
"Vermont",75,"covid","US","web","2020-08-09"
"Alaska",73,"covid","US","web","2020-08-09"
"Rhode Island",72,"covid","US","web","2020-08-09"
"Massachusetts",66,"covid","US","web","2020-08-09"
"Montana",66,"covid","US","web","2020-08-09"
"Minnesota",63,"covid","US","web","2020-08-09"
"North Dakota",60,"covid","US","web","2020-08-09"
"Illinois",59,"covid","US","web","2020-08-09"
"South Dakota",59,"covid","US","web","2020-08-09"
"Idaho",58,"covid","US","web","2020-08-09"
"Wisconsin",58,"covid","US","web","2020-08-09"
"Nebraska",58,"covid","US","web","2020-08-09"
"New Hampshire",56,"covid","US","web","2020-08-09"
"Washington",55,"covid","US","web","2020-08-09"
"Iowa",54,"covid","US","web","2020-08-09"
"Ohio",53,"covid","US","web","2020-08-09"
"Kentucky",52,"covid","US","web","2020-08-09"
"Oregon",52,"covid","US","web","2020-08-09"
"Colorado",52,"covid","US","web","2020-08-09"
"Michigan",52,"covid","US","web","2020-08-09"
"Tennessee",51,"covid","US","web","2020-08-09"
"Maine",50,"covid","US","web","2020-08-09"
"Wyoming",50,"covid","US","web","2020-08-09"
"West Virginia",50,"covid","US","web","2020-08-09"
"Maryland",50,"covid","US","web","2020-08-09"
"Indiana",50,"covid","US","web","2020-08-09"
"Virginia",50,"covid","US","web","2020-08-09"
"Missouri",49,"covid","US","web","2020-08-09"
"Connecticut",48,"covid","US","web","2020-08-09"
"Utah",48,"covid","US","web","2020-08-09"
"Delaware",48,"covid","US","web","2020-08-09"
"New Mexico",47,"covid","US","web","2020-08-09"
"California",46,"covid","US","web","2020-08-09"
"Georgia",46,"covid","US","web","2020-08-09"
"Florida",46,"covid","US","web","2020-08-09"
"Pennsylvania",45,"covid","US","web","2020-08-09"
"Nevada",45,"covid","US","web","2020-08-09"
"Alabama",45,"covid","US","web","2020-08-09"
"Kansas",45,"covid","US","web","2020-08-09"
"New Jersey",44,"covid","US","web","2020-08-09"
"Arkansas",43,"covid","US","web","2020-08-09"
"Arizona",43,"covid","US","web","2020-08-09"
"Texas",43,"covid","US","web","2020-08-09"
"Oklahoma",43,"covid","US","web","2020-08-09"
"Mississippi",42,"covid","US","web","2020-08-09"
"North Carolina",41,"covid","US","web","2020-08-09"
"Louisiana",40,"covid","US","web","2020-08-09"
"New York",40,"covid","US","web","2020-08-09"
"South Carolina",40,"covid","US","web","2020-08-09"
"Hawaii",100,"covid","US","web","2020-08-16"
"Alaska",69,"covid","US","web","2020-08-16"
"Vermont",68,"covid","US","web","2020-08-16"
"Montana",65,"covid","US","web","2020-08-16"
"Massachusetts",64,"covid","US","web","2020-08-16"
"South Dakota",62,"covid","US","web","2020-08-16"
"Rhode Island",61,"covid","US","web","2020-08-16"
"Minnesota",58,"covid","US","web","2020-08-16"
"Idaho",58,"covid","US","web","2020-08-16"
"New Hampshire",56,"covid","US","web","2020-08-16"
"Wisconsin",54,"covid","US","web","2020-08-16"
"Illinois",54,"covid","US","web","2020-08-16"
"North Dakota",53,"covid","US","web","2020-08-16"
"Nebraska",52,"covid","US","web","2020-08-16"
"Wyoming",51,"covid","US","web","2020-08-16"
"Connecticut",51,"covid","US","web","2020-08-16"
"Maine",50,"covid","US","web","2020-08-16"
"Washington",50,"covid","US","web","2020-08-16"
"Kansas",50,"covid","US","web","2020-08-16"
"Maryland",48,"covid","US","web","2020-08-16"
"Pennsylvania",48,"covid","US","web","2020-08-16"
"Michigan",48,"covid","US","web","2020-08-16"
"Kentucky",47,"covid","US","web","2020-08-16"
"Utah",47,"covid","US","web","2020-08-16"
"Oregon",47,"covid","US","web","2020-08-16"
"Tennessee",46,"covid","US","web","2020-08-16"
"Iowa",46,"covid","US","web","2020-08-16"
"Colorado",46,"covid","US","web","2020-08-16"
"Missouri",46,"covid","US","web","2020-08-16"
"Virginia",45,"covid","US","web","2020-08-16"
"Ohio",45,"covid","US","web","2020-08-16"
"Oklahoma",45,"covid","US","web","2020-08-16"
"West Virginia",45,"covid","US","web","2020-08-16"
"Indiana",44,"covid","US","web","2020-08-16"
"Georgia",44,"covid","US","web","2020-08-16"
"Delaware",44,"covid","US","web","2020-08-16"
"South Carolina",43,"covid","US","web","2020-08-16"
"North Carolina",43,"covid","US","web","2020-08-16"
"New Jersey",43,"covid","US","web","2020-08-16"
"Florida",42,"covid","US","web","2020-08-16"
"Arizona",42,"covid","US","web","2020-08-16"
"Nevada",42,"covid","US","web","2020-08-16"
"California",42,"covid","US","web","2020-08-16"
"New Mexico",40,"covid","US","web","2020-08-16"
"Arkansas",40,"covid","US","web","2020-08-16"
"Texas",39,"covid","US","web","2020-08-16"
"New York",38,"covid","US","web","2020-08-16"
"Alabama",37,"covid","US","web","2020-08-16"
"Louisiana",34,"covid","US","web","2020-08-16"
"Mississippi",34,"covid","US","web","2020-08-16"
"Hawaii",100,"covid","US","web","2020-08-23"
"Vermont",83,"covid","US","web","2020-08-23"
"South Dakota",76,"covid","US","web","2020-08-23"
"Montana",69,"covid","US","web","2020-08-23"
"North Dakota",68,"covid","US","web","2020-08-23"
"Massachusetts",65,"covid","US","web","2020-08-23"
"New Hampshire",63,"covid","US","web","2020-08-23"
"Rhode Island",61,"covid","US","web","2020-08-23"
"Minnesota",61,"covid","US","web","2020-08-23"
"Maine",60,"covid","US","web","2020-08-23"
"Alaska",57,"covid","US","web","2020-08-23"
"Connecticut",57,"covid","US","web","2020-08-23"
"Illinois",56,"covid","US","web","2020-08-23"
"Iowa",56,"covid","US","web","2020-08-23"
"Idaho",56,"covid","US","web","2020-08-23"
"Kansas",56,"covid","US","web","2020-08-23"
"Wisconsin",53,"covid","US","web","2020-08-23"
"Nebraska",52,"covid","US","web","2020-08-23"
"Missouri",51,"covid","US","web","2020-08-23"
"Indiana",51,"covid","US","web","2020-08-23"
"Maryland",50,"covid","US","web","2020-08-23"
"Michigan",49,"covid","US","web","2020-08-23"
"Oregon",49,"covid","US","web","2020-08-23"
"West Virginia",49,"covid","US","web","2020-08-23"
"Washington",49,"covid","US","web","2020-08-23"
"Tennessee",48,"covid","US","web","2020-08-23"
"Virginia",47,"covid","US","web","2020-08-23"
"Kentucky",47,"covid","US","web","2020-08-23"
"Colorado",45,"covid","US","web","2020-08-23"
"New Jersey",45,"covid","US","web","2020-08-23"
"Delaware",45,"covid","US","web","2020-08-23"
"Pennsylvania",45,"covid","US","web","2020-08-23"
"Arkansas",45,"covid","US","web","2020-08-23"
"Georgia",44,"covid","US","web","2020-08-23"
"Wyoming",44,"covid","US","web","2020-08-23"
"Oklahoma",44,"covid","US","web","2020-08-23"
"Ohio",44,"covid","US","web","2020-08-23"
"Nevada",43,"covid","US","web","2020-08-23"
"New York",43,"covid","US","web","2020-08-23"
"Utah",42,"covid","US","web","2020-08-23"
"North Carolina",42,"covid","US","web","2020-08-23"
"Florida",41,"covid","US","web","2020-08-23"
"California",40,"covid","US","web","2020-08-23"
"Alabama",40,"covid","US","web","2020-08-23"
"South Carolina",40,"covid","US","web","2020-08-23"
"Arizona",40,"covid","US","web","2020-08-23"
"New Mexico",40,"covid","US","web","2020-08-23"
"Texas",39,"covid","US","web","2020-08-23"
"Mississippi",37,"covid","US","web","2020-08-23"
"Louisiana",32,"covid","US","web","2020-08-23"
"Hawaii",100,"covid","US","web","2020-08-30"
"South Dakota",95,"covid","US","web","2020-08-30"
"North Dakota",80,"covid","US","web","2020-08-30"
"Montana",79,"covid","US","web","2020-08-30"
"Vermont",73,"covid","US","web","2020-08-30"
"Iowa",73,"covid","US","web","2020-08-30"
"Minnesota",62,"covid","US","web","2020-08-30"
"Alaska",61,"covid","US","web","2020-08-30"
"Massachusetts",59,"covid","US","web","2020-08-30"
"Connecticut",58,"covid","US","web","2020-08-30"
"Nebraska",58,"covid","US","web","2020-08-30"
"New Hampshire",57,"covid","US","web","2020-08-30"
"Maine",56,"covid","US","web","2020-08-30"
"Illinois",54,"covid","US","web","2020-08-30"
"Rhode Island",51,"covid","US","web","2020-08-30"
"Missouri",50,"covid","US","web","2020-08-30"
"Washington",50,"covid","US","web","2020-08-30"
"Kansas",50,"covid","US","web","2020-08-30"
"Wyoming",50,"covid","US","web","2020-08-30"
"Idaho",49,"covid","US","web","2020-08-30"
"Virginia",48,"covid","US","web","2020-08-30"
"Wisconsin",48,"covid","US","web","2020-08-30"
"Michigan",47,"covid","US","web","2020-08-30"
"Oregon",46,"covid","US","web","2020-08-30"
"Indiana",45,"covid","US","web","2020-08-30"
"New Jersey",45,"covid","US","web","2020-08-30"
"Delaware",44,"covid","US","web","2020-08-30"
"Maryland",44,"covid","US","web","2020-08-30"
"Tennessee",44,"covid","US","web","2020-08-30"
"Utah",44,"covid","US","web","2020-08-30"
"Oklahoma",44,"covid","US","web","2020-08-30"
"Colorado",43,"covid","US","web","2020-08-30"
"Kentucky",43,"covid","US","web","2020-08-30"
"Ohio",42,"covid","US","web","2020-08-30"
"New York",42,"covid","US","web","2020-08-30"
"Pennsylvania",41,"covid","US","web","2020-08-30"
"California",40,"covid","US","web","2020-08-30"
"South Carolina",40,"covid","US","web","2020-08-30"
"Alabama",40,"covid","US","web","2020-08-30"
"West Virginia",40,"covid","US","web","2020-08-30"
"North Carolina",39,"covid","US","web","2020-08-30"
"New Mexico",39,"covid","US","web","2020-08-30"
"Georgia",39,"covid","US","web","2020-08-30"
"Florida",39,"covid","US","web","2020-08-30"
"Arizona",38,"covid","US","web","2020-08-30"
"Arkansas",38,"covid","US","web","2020-08-30"
"Nevada",36,"covid","US","web","2020-08-30"
"Texas",34,"covid","US","web","2020-08-30"
"Mississippi",31,"covid","US","web","2020-08-30"
"Louisiana",25,"covid","US","web","2020-08-30"
"Hawaii",100,"covid","US","web","2020-09-06"
"North Dakota",97,"covid","US","web","2020-09-06"
"South Dakota",96,"covid","US","web","2020-09-06"
"Vermont",90,"covid","US","web","2020-09-06"
"Iowa",79,"covid","US","web","2020-09-06"
"Montana",75,"covid","US","web","2020-09-06"
"Alaska",72,"covid","US","web","2020-09-06"
"Massachusetts",71,"covid","US","web","2020-09-06"
"West Virginia",70,"covid","US","web","2020-09-06"
"Maine",70,"covid","US","web","2020-09-06"
"New Hampshire",69,"covid","US","web","2020-09-06"
"Minnesota",68,"covid","US","web","2020-09-06"
"Nebraska",68,"covid","US","web","2020-09-06"
"Illinois",63,"covid","US","web","2020-09-06"
"Virginia",62,"covid","US","web","2020-09-06"
"Wisconsin",62,"covid","US","web","2020-09-06"
"Missouri",61,"covid","US","web","2020-09-06"
"Connecticut",61,"covid","US","web","2020-09-06"
"Kansas",60,"covid","US","web","2020-09-06"
"Rhode Island",59,"covid","US","web","2020-09-06"
"Idaho",59,"covid","US","web","2020-09-06"
"Arkansas",57,"covid","US","web","2020-09-06"
"Michigan",55,"covid","US","web","2020-09-06"
"Kentucky",55,"covid","US","web","2020-09-06"
"Utah",55,"covid","US","web","2020-09-06"
"Washington",54,"covid","US","web","2020-09-06"
"Colorado",53,"covid","US","web","2020-09-06"
"Wyoming",53,"covid","US","web","2020-09-06"
"Oklahoma",53,"covid","US","web","2020-09-06"
"Pennsylvania",53,"covid","US","web","2020-09-06"
"Indiana",53,"covid","US","web","2020-09-06"
"Ohio",52,"covid","US","web","2020-09-06"
"Delaware",51,"covid","US","web","2020-09-06"
"Arizona",50,"covid","US","web","2020-09-06"
"South Carolina",50,"covid","US","web","2020-09-06"
"Tennessee",50,"covid","US","web","2020-09-06"
"New York",50,"covid","US","web","2020-09-06"
"New Jersey",50,"covid","US","web","2020-09-06"
"Maryland",49,"covid","US","web","2020-09-06"
"New Mexico",49,"covid","US","web","2020-09-06"
"Georgia",47,"covid","US","web","2020-09-06"
"Oregon",46,"covid","US","web","2020-09-06"
"Florida",45,"covid","US","web","2020-09-06"
"North Carolina",45,"covid","US","web","2020-09-06"
"California",45,"covid","US","web","2020-09-06"
"Alabama",44,"covid","US","web","2020-09-06"
"Nevada",41,"covid","US","web","2020-09-06"
"Texas",41,"covid","US","web","2020-09-06"
"Louisiana",37,"covid","US","web","2020-09-06"
"Mississippi",36,"covid","US","web","2020-09-06"
"Hawaii",100,"covid","US","web","2020-09-13"
"Vermont",92,"covid","US","web","2020-09-13"
"Montana",89,"covid","US","web","2020-09-13"
"South Dakota",87,"covid","US","web","2020-09-13"
"Wisconsin",85,"covid","US","web","2020-09-13"
"Massachusetts",85,"covid","US","web","2020-09-13"
"North Dakota",84,"covid","US","web","2020-09-13"
"New Hampshire",83,"covid","US","web","2020-09-13"
"Maine",81,"covid","US","web","2020-09-13"
"Minnesota",79,"covid","US","web","2020-09-13"
"West Virginia",78,"covid","US","web","2020-09-13"
"Connecticut",73,"covid","US","web","2020-09-13"
"Rhode Island",73,"covid","US","web","2020-09-13"
"Iowa",70,"covid","US","web","2020-09-13"
"Nebraska",68,"covid","US","web","2020-09-13"
"Alaska",66,"covid","US","web","2020-09-13"
"Virginia",65,"covid","US","web","2020-09-13"
"Missouri",65,"covid","US","web","2020-09-13"
"Wyoming",64,"covid","US","web","2020-09-13"
"Illinois",63,"covid","US","web","2020-09-13"
"Kansas",62,"covid","US","web","2020-09-13"
"Idaho",62,"covid","US","web","2020-09-13"
"Colorado",61,"covid","US","web","2020-09-13"
"Arkansas",60,"covid","US","web","2020-09-13"
"Michigan",60,"covid","US","web","2020-09-13"
"Delaware",60,"covid","US","web","2020-09-13"
"Utah",60,"covid","US","web","2020-09-13"
"New Jersey",58,"covid","US","web","2020-09-13"
"Kentucky",58,"covid","US","web","2020-09-13"
"Pennsylvania",58,"covid","US","web","2020-09-13"
"South Carolina",57,"covid","US","web","2020-09-13"
"Maryland",56,"covid","US","web","2020-09-13"
"New York",54,"covid","US","web","2020-09-13"
"New Mexico",54,"covid","US","web","2020-09-13"
"Indiana",54,"covid","US","web","2020-09-13"
"Ohio",54,"covid","US","web","2020-09-13"
"Oklahoma",53,"covid","US","web","2020-09-13"
"Florida",53,"covid","US","web","2020-09-13"
"Tennessee",51,"covid","US","web","2020-09-13"
"Washington",51,"covid","US","web","2020-09-13"
"Arizona",51,"covid","US","web","2020-09-13"
"California",51,"covid","US","web","2020-09-13"
"Georgia",50,"covid","US","web","2020-09-13"
"Texas",48,"covid","US","web","2020-09-13"
"North Carolina",47,"covid","US","web","2020-09-13"
"Alabama",46,"covid","US","web","2020-09-13"
"Nevada",45,"covid","US","web","2020-09-13"
"Oregon",43,"covid","US","web","2020-09-13"
"Louisiana",37,"covid","US","web","2020-09-13"
"Mississippi",36,"covid","US","web","2020-09-13"
"Vermont",100,"covid","US","web","2020-09-20"
"South Dakota",91,"covid","US","web","2020-09-20"
"Wisconsin",85,"covid","US","web","2020-09-20"
"North Dakota",82,"covid","US","web","2020-09-20"
"Utah",81,"covid","US","web","2020-09-20"
"Hawaii",80,"covid","US","web","2020-09-20"
"Montana",72,"covid","US","web","2020-09-20"
"Massachusetts",69,"covid","US","web","2020-09-20"
"New Hampshire",68,"covid","US","web","2020-09-20"
"Minnesota",67,"covid","US","web","2020-09-20"
"West Virginia",66,"covid","US","web","2020-09-20"
"Connecticut",65,"covid","US","web","2020-09-20"
"Maine",64,"covid","US","web","2020-09-20"
"Rhode Island",63,"covid","US","web","2020-09-20"
"Alaska",61,"covid","US","web","2020-09-20"
"Nebraska",59,"covid","US","web","2020-09-20"
"Wyoming",59,"covid","US","web","2020-09-20"
"Iowa",59,"covid","US","web","2020-09-20"
"Colorado",58,"covid","US","web","2020-09-20"
"Missouri",55,"covid","US","web","2020-09-20"
"Kansas",53,"covid","US","web","2020-09-20"
"Illinois",52,"covid","US","web","2020-09-20"
"Michigan",50,"covid","US","web","2020-09-20"
"Maryland",49,"covid","US","web","2020-09-20"
"New York",49,"covid","US","web","2020-09-20"
"Virginia",49,"covid","US","web","2020-09-20"
"Oklahoma",48,"covid","US","web","2020-09-20"
"New Jersey",48,"covid","US","web","2020-09-20"
"New Mexico",48,"covid","US","web","2020-09-20"
"Washington",48,"covid","US","web","2020-09-20"
"Kentucky",47,"covid","US","web","2020-09-20"
"Arkansas",47,"covid","US","web","2020-09-20"
"Idaho",46,"covid","US","web","2020-09-20"
"Ohio",46,"covid","US","web","2020-09-20"
"Delaware",46,"covid","US","web","2020-09-20"
"Pennsylvania",46,"covid","US","web","2020-09-20"
"Arizona",46,"covid","US","web","2020-09-20"
"Tennessee",45,"covid","US","web","2020-09-20"
"California",44,"covid","US","web","2020-09-20"
"Florida",43,"covid","US","web","2020-09-20"
"Indiana",43,"covid","US","web","2020-09-20"
"North Carolina",41,"covid","US","web","2020-09-20"
"South Carolina",41,"covid","US","web","2020-09-20"
"Nevada",41,"covid","US","web","2020-09-20"
"Oregon",39,"covid","US","web","2020-09-20"
"Georgia",39,"covid","US","web","2020-09-20"
"Texas",38,"covid","US","web","2020-09-20"
"Alabama",32,"covid","US","web","2020-09-20"
"Louisiana",27,"covid","US","web","2020-09-20"
"Mississippi",26,"covid","US","web","2020-09-20"
"South Dakota",100,"covid","US","web","2020-09-27"
"Alaska",95,"covid","US","web","2020-09-27"
"Montana",95,"covid","US","web","2020-09-27"
"North Dakota",95,"covid","US","web","2020-09-27"
"Wisconsin",89,"covid","US","web","2020-09-27"
"Utah",88,"covid","US","web","2020-09-27"
"Vermont",84,"covid","US","web","2020-09-27"
"Hawaii",80,"covid","US","web","2020-09-27"
"Minnesota",79,"covid","US","web","2020-09-27"
"Rhode Island",72,"covid","US","web","2020-09-27"
"Connecticut",72,"covid","US","web","2020-09-27"
"Massachusetts",70,"covid","US","web","2020-09-27"
"New Hampshire",70,"covid","US","web","2020-09-27"
"Iowa",70,"covid","US","web","2020-09-27"
"Nebraska",67,"covid","US","web","2020-09-27"
"Wyoming",67,"covid","US","web","2020-09-27"
"Idaho",65,"covid","US","web","2020-09-27"
"Maine",64,"covid","US","web","2020-09-27"
"West Virginia",63,"covid","US","web","2020-09-27"
"Colorado",59,"covid","US","web","2020-09-27"
"Illinois",58,"covid","US","web","2020-09-27"
"New York",58,"covid","US","web","2020-09-27"
"Kansas",57,"covid","US","web","2020-09-27"
"Missouri",56,"covid","US","web","2020-09-27"
"Oregon",56,"covid","US","web","2020-09-27"
"Michigan",56,"covid","US","web","2020-09-27"
"Washington",55,"covid","US","web","2020-09-27"
"New Jersey",54,"covid","US","web","2020-09-27"
"Maryland",51,"covid","US","web","2020-09-27"
"Virginia",51,"covid","US","web","2020-09-27"
"Oklahoma",50,"covid","US","web","2020-09-27"
"New Mexico",49,"covid","US","web","2020-09-27"
"Pennsylvania",49,"covid","US","web","2020-09-27"
"Florida",48,"covid","US","web","2020-09-27"
"California",48,"covid","US","web","2020-09-27"
"Ohio",48,"covid","US","web","2020-09-27"
"Arkansas",48,"covid","US","web","2020-09-27"
"Delaware",48,"covid","US","web","2020-09-27"
"Indiana",47,"covid","US","web","2020-09-27"
"Kentucky",47,"covid","US","web","2020-09-27"
"Arizona",46,"covid","US","web","2020-09-27"
"Nevada",44,"covid","US","web","2020-09-27"
"Tennessee",43,"covid","US","web","2020-09-27"
"South Carolina",43,"covid","US","web","2020-09-27"
"North Carolina",43,"covid","US","web","2020-09-27"
"Texas",42,"covid","US","web","2020-09-27"
"Georgia",39,"covid","US","web","2020-09-27"
"Alabama",33,"covid","US","web","2020-09-27"
"Mississippi",31,"covid","US","web","2020-09-27"
"Louisiana",29,"covid","US","web","2020-09-27"
"Montana",100,"covid","US","web","2020-10-04"
"South Dakota",84,"covid","US","web","2020-10-04"
"Wisconsin",81,"covid","US","web","2020-10-04"
"Alaska",80,"covid","US","web","2020-10-04"
"Vermont",77,"covid","US","web","2020-10-04"
"Massachusetts",72,"covid","US","web","2020-10-04"
"Minnesota",72,"covid","US","web","2020-10-04"
"New Hampshire",67,"covid","US","web","2020-10-04"
"Hawaii",66,"covid","US","web","2020-10-04"
"Utah",66,"covid","US","web","2020-10-04"
"North Dakota",64,"covid","US","web","2020-10-04"
"Connecticut",63,"covid","US","web","2020-10-04"
"Oregon",62,"covid","US","web","2020-10-04"
"Colorado",62,"covid","US","web","2020-10-04"
"West Virginia",60,"covid","US","web","2020-10-04"
"Maine",60,"covid","US","web","2020-10-04"
"Washington",59,"covid","US","web","2020-10-04"
"Rhode Island",59,"covid","US","web","2020-10-04"
"Idaho",58,"covid","US","web","2020-10-04"
"Nebraska",55,"covid","US","web","2020-10-04"
"New York",55,"covid","US","web","2020-10-04"
"Illinois",54,"covid","US","web","2020-10-04"
"Iowa",53,"covid","US","web","2020-10-04"
"New Jersey",53,"covid","US","web","2020-10-04"
"Michigan",52,"covid","US","web","2020-10-04"
"New Mexico",51,"covid","US","web","2020-10-04"
"Delaware",50,"covid","US","web","2020-10-04"
"Virginia",48,"covid","US","web","2020-10-04"
"Missouri",48,"covid","US","web","2020-10-04"
"California",47,"covid","US","web","2020-10-04"
"Arizona",47,"covid","US","web","2020-10-04"
"Pennsylvania",46,"covid","US","web","2020-10-04"
"Wyoming",45,"covid","US","web","2020-10-04"
"Kentucky",45,"covid","US","web","2020-10-04"
"Maryland",45,"covid","US","web","2020-10-04"
"Ohio",45,"covid","US","web","2020-10-04"
"Arkansas",44,"covid","US","web","2020-10-04"
"Kansas",43,"covid","US","web","2020-10-04"
"Indiana",42,"covid","US","web","2020-10-04"
"Nevada",42,"covid","US","web","2020-10-04"
"North Carolina",42,"covid","US","web","2020-10-04"
"Oklahoma",42,"covid","US","web","2020-10-04"
"Tennessee",41,"covid","US","web","2020-10-04"
"Florida",40,"covid","US","web","2020-10-04"
"Texas",39,"covid","US","web","2020-10-04"
"South Carolina",38,"covid","US","web","2020-10-04"
"Georgia",36,"covid","US","web","2020-10-04"
"Alabama",32,"covid","US","web","2020-10-04"
"Mississippi",29,"covid","US","web","2020-10-04"
"Louisiana",28,"covid","US","web","2020-10-04"
"Montana",100,"covid","US","web","2020-10-11"
"South Dakota",82,"covid","US","web","2020-10-11"
"Wisconsin",80,"covid","US","web","2020-10-11"
"Vermont",79,"covid","US","web","2020-10-11"
"New Hampshire",73,"covid","US","web","2020-10-11"
"North Dakota",72,"covid","US","web","2020-10-11"
"Alaska",70,"covid","US","web","2020-10-11"
"Minnesota",69,"covid","US","web","2020-10-11"
"Utah",68,"covid","US","web","2020-10-11"
"Massachusetts",66,"covid","US","web","2020-10-11"
"Connecticut",63,"covid","US","web","2020-10-11"
"Nebraska",62,"covid","US","web","2020-10-11"
"Rhode Island",62,"covid","US","web","2020-10-11"
"Maine",61,"covid","US","web","2020-10-11"
"Hawaii",60,"covid","US","web","2020-10-11"
"Idaho",59,"covid","US","web","2020-10-11"
"Oregon",57,"covid","US","web","2020-10-11"
"Colorado",57,"covid","US","web","2020-10-11"
"Washington",56,"covid","US","web","2020-10-11"
"Iowa",54,"covid","US","web","2020-10-11"
"Illinois",53,"covid","US","web","2020-10-11"
"Wyoming",52,"covid","US","web","2020-10-11"
"New York",52,"covid","US","web","2020-10-11"
"New Jersey",52,"covid","US","web","2020-10-11"
"New Mexico",51,"covid","US","web","2020-10-11"
"West Virginia",49,"covid","US","web","2020-10-11"
"Missouri",48,"covid","US","web","2020-10-11"
"Michigan",47,"covid","US","web","2020-10-11"
"Kentucky",46,"covid","US","web","2020-10-11"
"Delaware",46,"covid","US","web","2020-10-11"
"Kansas",46,"covid","US","web","2020-10-11"
"Virginia",45,"covid","US","web","2020-10-11"
"Ohio",45,"covid","US","web","2020-10-11"
"Maryland",45,"covid","US","web","2020-10-11"
"Pennsylvania",44,"covid","US","web","2020-10-11"
"California",44,"covid","US","web","2020-10-11"
"Arizona",43,"covid","US","web","2020-10-11"
"Oklahoma",42,"covid","US","web","2020-10-11"
"Indiana",42,"covid","US","web","2020-10-11"
"North Carolina",41,"covid","US","web","2020-10-11"
"Tennessee",41,"covid","US","web","2020-10-11"
"Nevada",40,"covid","US","web","2020-10-11"
"Arkansas",39,"covid","US","web","2020-10-11"
"Texas",38,"covid","US","web","2020-10-11"
"Florida",37,"covid","US","web","2020-10-11"
