"","Week","State","Age","date_start","date_end","More.than.half.the.days","Several.days","Nearly.every.day","Not.at.all"
"1",1,"US","18 - 29",2020-04-23,2020-05-05,331020.106,413044.112,371618.138,529035.505
"2",1,"US","30 - 39",2020-04-23,2020-05-05,269956.572,387503.135,289450.132,413278.07
"3",1,"US","40 - 49",2020-04-23,2020-05-05,219193.758,281009.302,304518.277,364502.441
"4",1,"AL","18 - 29",2020-04-23,2020-05-05,34618.651,61764.922,25891.469,23770.012
"5",1,"AL","30 - 39",2020-04-23,2020-05-05,15716.874,56391.184,24141.827,38610.817
"6",1,"AL","40 - 49",2020-04-23,2020-05-05,22119.457,42719.165,17782.966,32933.279
"7",1,"AK","18 - 29",2020-04-23,2020-05-05,2475.992,4455.991,2609.528,4666.134
"8",1,"AK","30 - 39",2020-04-23,2020-05-05,1700.566,4092.923,3516.097,4279.013
"9",1,"AK","40 - 49",2020-04-23,2020-05-05,1914.175,3144.239,2624.762,3534.192
"10",1,"AZ","18 - 29",2020-04-23,2020-05-05,68395.366,37357.956,56789.673,31609.435
"11",1,"AZ","30 - 39",2020-04-23,2020-05-05,25507.126,66436.503,35217.761,59183.076
"12",1,"AZ","40 - 49",2020-04-23,2020-05-05,17171.135,34978.569,25885.748,43758.531
"13",1,"AR","18 - 29",2020-04-23,2020-05-05,14472.438,14637.194,15167.511,25194.38
"14",1,"AR","30 - 39",2020-04-23,2020-05-05,30001.133,28762.861,34222.837,25377.877
"15",1,"AR","40 - 49",2020-04-23,2020-05-05,9587.253,23135.097,17153.102,17148.619
"16",1,"CA","18 - 29",2020-04-23,2020-05-05,146607.421,248252.376,203136.758,224463.786
"17",1,"CA","30 - 39",2020-04-23,2020-05-05,114449.534,186012.277,143293.817,183323.653
"18",1,"CA","40 - 49",2020-04-23,2020-05-05,81087.63,190971.333,102632.275,197079.355
"19",1,"CO","18 - 29",2020-04-23,2020-05-05,23183.731,37441.61,35186.797,56790.453
"20",1,"CO","30 - 39",2020-04-23,2020-05-05,20252.619,46790.804,23625.028,45993.28
"21",1,"CO","40 - 49",2020-04-23,2020-05-05,20565.705,26004.107,19160.571,30626.454
"22",1,"CT","18 - 29",2020-04-23,2020-05-05,33613.217,37129.685,16158.981,17170.563
"23",1,"CT","30 - 39",2020-04-23,2020-05-05,15648.946,26175.393,15972.248,24060.999
"24",1,"CT","40 - 49",2020-04-23,2020-05-05,11036.795,17149.601,16312.566,19781.036
"25",1,"DE","18 - 29",2020-04-23,2020-05-05,6286.391,6122.511,7366.116,7875.946
"26",1,"DE","30 - 39",2020-04-23,2020-05-05,8311.13,6374.245,4498.994,8089.505
"27",1,"DE","40 - 49",2020-04-23,2020-05-05,2835.405,5405.085,8588.642,5322.235
"28",1,"DC","18 - 29",2020-04-23,2020-05-05,2539.563,8182.567,4113.895,4155.307
"29",1,"DC","30 - 39",2020-04-23,2020-05-05,5765.359,11520.161,4564.308,9044.967
"30",1,"DC","40 - 49",2020-04-23,2020-05-05,2933.006,3530.824,3373.031,3875.546
"31",1,"FL","18 - 29",2020-04-23,2020-05-05,101743.895,119620.548,97668.579,165947.918
"32",1,"FL","30 - 39",2020-04-23,2020-05-05,71570.678,104076.679,76015.598,152800.06
"33",1,"FL","40 - 49",2020-04-23,2020-05-05,78307.497,102717.583,72239.847,112027.659
"34",1,"GA","18 - 29",2020-04-23,2020-05-05,60935.014,82217.149,65901.774,50038.061
"35",1,"GA","30 - 39",2020-04-23,2020-05-05,24341.164,62511.4,41950.991,84171.615
"36",1,"GA","40 - 49",2020-04-23,2020-05-05,54328.391,40135.025,59935.619,48370.855
"37",1,"HI","18 - 29",2020-04-23,2020-05-05,1216.189,14392.755,6243.687,5831.116
"38",1,"HI","30 - 39",2020-04-23,2020-05-05,18753.504,15729.463,8501.83,12789.256
"39",1,"HI","40 - 49",2020-04-23,2020-05-05,11738.966,11422.031,6516.663,10426.765
"40",1,"ID","18 - 29",2020-04-23,2020-05-05,11457.735,13318.927,7324.52,13679.375
"41",1,"ID","30 - 39",2020-04-23,2020-05-05,7605.812,9624.603,7997.039,10479.265
"42",1,"ID","40 - 49",2020-04-23,2020-05-05,6366.649,9755.833,5025.781,11416.797
"43",1,"IL","18 - 29",2020-04-23,2020-05-05,99498.368,69903.325,88703.785,61551.548
"44",1,"IL","30 - 39",2020-04-23,2020-05-05,70558.492,83187.504,47434.978,64940.476
"45",1,"IL","40 - 49",2020-04-23,2020-05-05,74954.652,71736.22,67240.873,60829.946
"46",1,"IN","18 - 29",2020-04-23,2020-05-05,51495.035,59101.393,40623.193,39350.788
"47",1,"IN","30 - 39",2020-04-23,2020-05-05,20095.659,40680.683,31683.594,34901.645
"48",1,"IN","40 - 49",2020-04-23,2020-05-05,30156.017,25233.224,31454.623,29210.971
"49",1,"IA","18 - 29",2020-04-23,2020-05-05,11689.52,19559.828,21072.192,25638.202
"50",1,"IA","30 - 39",2020-04-23,2020-05-05,10295.322,21605.749,9349.842,28327.873
"51",1,"IA","40 - 49",2020-04-23,2020-05-05,9363.441,16054.903,11576.455,17550.79
"52",1,"KS","18 - 29",2020-04-23,2020-05-05,33469.289,14982.544,17230.381,32740.458
"53",1,"KS","30 - 39",2020-04-23,2020-05-05,7449.788,22388.653,19449.837,17851.935
"54",1,"KS","40 - 49",2020-04-23,2020-05-05,10593.51,15233.376,12534.861,31606.343
"55",1,"KY","18 - 29",2020-04-23,2020-05-05,37761.007,24661.48,30772.218,25406.604
"56",1,"KY","30 - 39",2020-04-23,2020-05-05,10799.68,29135.133,23710.03,34355.578
"57",1,"KY","40 - 49",2020-04-23,2020-05-05,18082.879,19857.467,20273.88,33878.791
"58",1,"LA","18 - 29",2020-04-23,2020-05-05,27933.305,41404.408,26974.086,20600.594
"59",1,"LA","30 - 39",2020-04-23,2020-05-05,14694.655,39101.722,32118.892,30993.74
"60",1,"LA","40 - 49",2020-04-23,2020-05-05,20856.658,31469.592,21986.169,23865.305
"61",1,"ME","18 - 29",2020-04-23,2020-05-05,7715.396,5657.358,9517.562,11538.254
"62",1,"ME","30 - 39",2020-04-23,2020-05-05,8108.381,11615.089,6664.243,9282.278
"63",1,"ME","40 - 49",2020-04-23,2020-05-05,7460.447,6511.902,4334.554,9158.012
"64",1,"MD","18 - 29",2020-04-23,2020-05-05,20952.524,49276.361,35354.559,33066.249
"65",1,"MD","30 - 39",2020-04-23,2020-05-05,21540.869,39843.011,21326.899,27253.259
"66",1,"MD","40 - 49",2020-04-23,2020-05-05,13485.646,28291.474,18125.673,24565.257
"67",1,"MA","18 - 29",2020-04-23,2020-05-05,25178.463,45136.313,61993.512,29692.253
"68",1,"MA","30 - 39",2020-04-23,2020-05-05,42123.963,40154.446,42703.524,30125.138
"69",1,"MA","40 - 49",2020-04-23,2020-05-05,27092.91,37568.834,19845.376,23166.256
"70",1,"MI","18 - 29",2020-04-23,2020-05-05,45035.608,56946.106,61580.249,71692.735
"71",1,"MI","30 - 39",2020-04-23,2020-05-05,33227.948,43696.798,30801.006,45003.843
"72",1,"MI","40 - 49",2020-04-23,2020-05-05,23878.191,38031.239,40504.166,35278.436
"73",1,"MN","18 - 29",2020-04-23,2020-05-05,46244.822,43668.507,36359.689,29816.347
"74",1,"MN","30 - 39",2020-04-23,2020-05-05,19739.417,25236.633,25245.637,32538.287
"75",1,"MN","40 - 49",2020-04-23,2020-05-05,25742.303,29256.974,16604.645,33128.834
"76",1,"MS","18 - 29",2020-04-23,2020-05-05,23056.742,9394.966,6229.169,23646.36
"77",1,"MS","30 - 39",2020-04-23,2020-05-05,9574.545,17973.761,20265.885,38586.773
"78",1,"MS","40 - 49",2020-04-23,2020-05-05,21625.853,23124.527,14442.336,33264.79
"79",1,"MO","18 - 29",2020-04-23,2020-05-05,50698.711,36110.686,31933.621,42505.609
"80",1,"MO","30 - 39",2020-04-23,2020-05-05,63325.292,34907.79,23554.568,32691.829
"81",1,"MO","40 - 49",2020-04-23,2020-05-05,46760.907,36643.215,41130.482,66432.061
"82",1,"MT","18 - 29",2020-04-23,2020-05-05,3757.78,10091.706,6213.741,7738.211
"83",1,"MT","30 - 39",2020-04-23,2020-05-05,7339.249,6921.835,6176.513,13390.72
"84",1,"MT","40 - 49",2020-04-23,2020-05-05,2282.827,8323.152,4284.636,5946.706
"85",1,"NE","18 - 29",2020-04-23,2020-05-05,14800.677,16740.286,11229.257,12862.468
"86",1,"NE","30 - 39",2020-04-23,2020-05-05,6435.07,7580.362,7593.01,16628.08
"87",1,"NE","40 - 49",2020-04-23,2020-05-05,5210.495,8501.293,4503.971,9931.305
"88",1,"NV","18 - 29",2020-04-23,2020-05-05,22797.143,15799.312,16985.75,68498.887
"89",1,"NV","30 - 39",2020-04-23,2020-05-05,14944.337,26268.94,18128.471,16560.97
"90",1,"NV","40 - 49",2020-04-23,2020-05-05,17758.197,24206.884,16519.328,27502.172
"91",1,"NH","18 - 29",2020-04-23,2020-05-05,9371.035,5960.305,8657.068,9164.428
"92",1,"NH","30 - 39",2020-04-23,2020-05-05,6502.648,10245.207,7265.569,9701.891
"93",1,"NH","40 - 49",2020-04-23,2020-05-05,3465.718,7594.789,3994.925,6321.267
"94",1,"NJ","18 - 29",2020-04-23,2020-05-05,38610.165,46198.68,49473.947,42316.739
"95",1,"NJ","30 - 39",2020-04-23,2020-05-05,48653.566,64701.437,46310.576,57797.144
"96",1,"NJ","40 - 49",2020-04-23,2020-05-05,30370.457,61656.917,32166.832,43145.062
"97",1,"NM","18 - 29",2020-04-23,2020-05-05,8331.298,20377.717,11525.693,33608.166
"98",1,"NM","30 - 39",2020-04-23,2020-05-05,9426.68,18388.202,11307.86,11404.397
"99",1,"NM","40 - 49",2020-04-23,2020-05-05,3857.526,14379.575,7601.432,10707.898
"100",1,"NY","18 - 29",2020-04-23,2020-05-05,119306.542,135505.795,102721,103999.505
"101",1,"NY","30 - 39",2020-04-23,2020-05-05,131273.93,92138.243,88390.678,132864.725
"102",1,"NY","40 - 49",2020-04-23,2020-05-05,62466.124,124410.708,68702.669,133837.993
"103",1,"NC","18 - 29",2020-04-23,2020-05-05,37566.504,88191.651,57794.052,42543.38
"104",1,"NC","30 - 39",2020-04-23,2020-05-05,47531.261,104619.235,45577.878,44258.94
"105",1,"NC","40 - 49",2020-04-23,2020-05-05,40836.018,45819.774,139559.065,46650.127
"106",1,"ND","18 - 29",2020-04-23,2020-05-05,4475.007,10643.386,5780.014,8446.642
"107",1,"ND","30 - 39",2020-04-23,2020-05-05,2560.188,7658.73,3024.424,10277.458
"108",1,"ND","40 - 49",2020-04-23,2020-05-05,2655.717,4815.808,2942.943,4725.351
"109",1,"OH","18 - 29",2020-04-23,2020-05-05,92029.866,72856.645,93147.22,77335.198
"110",1,"OH","30 - 39",2020-04-23,2020-05-05,57038.737,66492.367,37893.878,63377.041
"111",1,"OH","40 - 49",2020-04-23,2020-05-05,36625.326,67462.449,48392.888,78987.289
"112",1,"OK","18 - 29",2020-04-23,2020-05-05,18996.104,38991.394,24821.961,37683.42
"113",1,"OK","30 - 39",2020-04-23,2020-05-05,25732.827,34453.714,25932.777,20898.565
"114",1,"OK","40 - 49",2020-04-23,2020-05-05,23884.088,26470.664,25251.615,19108.004
"115",1,"OR","18 - 29",2020-04-23,2020-05-05,32692.134,34228.835,21821.773,23641.53
"116",1,"OR","30 - 39",2020-04-23,2020-05-05,11064.191,36450.582,27590.526,30818.9
"117",1,"OR","40 - 49",2020-04-23,2020-05-05,12733.509,26590.453,23474.143,29501.682
"118",1,"PA","18 - 29",2020-04-23,2020-05-05,78969.234,91760.512,49338.886,57285.238
"119",1,"PA","30 - 39",2020-04-23,2020-05-05,40162.155,93327.699,97360.585,86522.02
"120",1,"PA","40 - 49",2020-04-23,2020-05-05,39886.418,57435.781,78432.675,55080.944
"121",1,"RI","18 - 29",2020-04-23,2020-05-05,3628.495,15141.498,2795.375,8233.199
"122",1,"RI","30 - 39",2020-04-23,2020-05-05,4338.952,9444.244,12561.023,11377.836
"123",1,"RI","40 - 49",2020-04-23,2020-05-05,4037.558,11114.145,5051.256,6104.927
"124",1,"SC","18 - 29",2020-04-23,2020-05-05,26227.38,42703.115,18860.251,34461.772
"125",1,"SC","30 - 39",2020-04-23,2020-05-05,26841.137,25138.012,23151.229,19757.702
"126",1,"SC","40 - 49",2020-04-23,2020-05-05,15426.998,37955.584,19916.546,34161.395
"127",1,"SD","18 - 29",2020-04-23,2020-05-05,4879.851,5373.125,1871.564,8146.624
"128",1,"SD","30 - 39",2020-04-23,2020-05-05,7350.523,7425.807,3637.629,8762.987
"129",1,"SD","40 - 49",2020-04-23,2020-05-05,7061.942,6098.883,2120.302,7877.2
"130",1,"TN","18 - 29",2020-04-23,2020-05-05,31883.678,55141.531,23833.97,52496.255
"131",1,"TN","30 - 39",2020-04-23,2020-05-05,33648.82,58615.649,38626.017,54076.652
"132",1,"TN","40 - 49",2020-04-23,2020-05-05,51437.042,46092.625,18063.208,37381.599
"133",1,"TX","18 - 29",2020-04-23,2020-05-05,78552.708,178494.951,140396.062,204883.1
"134",1,"TX","30 - 39",2020-04-23,2020-05-05,82980.227,124861.934,65445.095,182147.771
"135",1,"TX","40 - 49",2020-04-23,2020-05-05,126382.999,119387.666,145695.435,124087.469
"136",1,"UT","18 - 29",2020-04-23,2020-05-05,18148.839,28537.9,24680.737,15994.4
"137",1,"UT","30 - 39",2020-04-23,2020-05-05,9015.141,21562.124,20546.141,18542.787
"138",1,"UT","40 - 49",2020-04-23,2020-05-05,7842.719,18296.735,8865.796,15358.049
"139",1,"VT","18 - 29",2020-04-23,2020-05-05,2265.954,5147.647,6839.014,2516.275
"140",1,"VT","30 - 39",2020-04-23,2020-05-05,4518.631,5771.17,3392.408,3003.574
"141",1,"VT","40 - 49",2020-04-23,2020-05-05,1709.334,2954.824,2103.153,3175.781
"142",1,"VA","18 - 29",2020-04-23,2020-05-05,26636.866,56633.772,38679.744,53451.66
"143",1,"VA","30 - 39",2020-04-23,2020-05-05,51541.279,47295.185,45306.384,50100.39
"144",1,"VA","40 - 49",2020-04-23,2020-05-05,25582.006,42787.985,24896.236,49170.72
"145",1,"WA","18 - 29",2020-04-23,2020-05-05,30968.887,63640.35,34848.271,48652.34
"146",1,"WA","30 - 39",2020-04-23,2020-05-05,33131.122,35810.765,36018.514,35802.779
"147",1,"WA","40 - 49",2020-04-23,2020-05-05,16692.289,26537.751,24532.491,35380.794
"148",1,"WV","18 - 29",2020-04-23,2020-05-05,10040.735,17011.959,11028.842,12620.153
"149",1,"WV","30 - 39",2020-04-23,2020-05-05,11297.921,18544.391,7521.395,12451.059
"150",1,"WV","40 - 49",2020-04-23,2020-05-05,6829.281,12136.986,5848.893,12505.606
"151",1,"WI","18 - 29",2020-04-23,2020-05-05,22044.992,61443.024,61369.265,33300.312
"152",1,"WI","30 - 39",2020-04-23,2020-05-05,21992.284,39110.878,26360.536,51849.323
"153",1,"WI","40 - 49",2020-04-23,2020-05-05,13184.957,24825.087,22068.523,32855.279
"154",1,"WY","18 - 29",2020-04-23,2020-05-05,4293.376,3831.522,2830.324,4350.137
"155",1,"WY","30 - 39",2020-04-23,2020-05-05,4337.473,6082.4,4418.383,6443.525
"156",1,"WY","40 - 49",2020-04-23,2020-05-05,1430.217,5222.073,4058.297,5314.628
"157",2,"US","18 - 29",2020-05-07,2020-05-12,563403.469,525946.82,474121.817,638897.587
"158",2,"US","30 - 39",2020-05-07,2020-05-12,318476.952,706348.751,471126.802,587169.164
"159",2,"US","40 - 49",2020-05-07,2020-05-12,360740.701,454156.938,437648.686,616991.06
"160",2,"AL","18 - 29",2020-05-07,2020-05-12,27654.417,15243.479,43677.057,31711.734
"161",2,"AL","30 - 39",2020-05-07,2020-05-12,35411.654,97155.892,26135.373,74964.226
"162",2,"AL","40 - 49",2020-05-07,2020-05-12,19162.44,44702.194,41358.663,88034.127
"163",2,"AK","18 - 29",2020-05-07,2020-05-12,3380.236,6113.539,3744.082,4811.59
"164",2,"AK","30 - 39",2020-05-07,2020-05-12,4632.174,7737.106,6946.87,8584.706
"165",2,"AK","40 - 49",2020-05-07,2020-05-12,2795.952,4461.634,6756.508,8386.04
"166",2,"AZ","18 - 29",2020-05-07,2020-05-12,60376.727,59614.054,73415.409,51785.623
"167",2,"AZ","30 - 39",2020-05-07,2020-05-12,49434.328,52029.263,57872.965,51109.837
"168",2,"AZ","40 - 49",2020-05-07,2020-05-12,31279.886,62762.224,60675.719,157979.389
"169",2,"AR","18 - 29",2020-05-07,2020-05-12,8315.628,25108.93,27172.625,17793.354
"170",2,"AR","30 - 39",2020-05-07,2020-05-12,32134.069,45486.068,44670.158,22829.099
"171",2,"AR","40 - 49",2020-05-07,2020-05-12,16276.15,30797.989,23660.765,59480.824
"172",2,"CA","18 - 29",2020-05-07,2020-05-12,289486.062,368400.045,274949.748,324296.979
"173",2,"CA","30 - 39",2020-05-07,2020-05-12,180485.32,247281.931,172333.221,350977.158
"174",2,"CA","40 - 49",2020-05-07,2020-05-12,117325.991,231485.338,212879.835,187514.985
"175",2,"CO","18 - 29",2020-05-07,2020-05-12,20370.318,41576.978,23698.346,49237.519
"176",2,"CO","30 - 39",2020-05-07,2020-05-12,30088.98,52152.812,75730.879,43656.253
"177",2,"CO","40 - 49",2020-05-07,2020-05-12,35595.128,88812.503,30919.975,64063.562
"178",2,"CT","18 - 29",2020-05-07,2020-05-12,24606.242,17267.258,14147.614,22672.949
"179",2,"CT","30 - 39",2020-05-07,2020-05-12,25552.953,30256.454,32460.241,49942.987
"180",2,"CT","40 - 49",2020-05-07,2020-05-12,55748.321,56246.409,13825.941,56752.572
"181",2,"DE","18 - 29",2020-05-07,2020-05-12,2464.019,3996.616,3164.515,7150.169
"182",2,"DE","30 - 39",2020-05-07,2020-05-12,7031.008,16793.565,7355.109,13392.188
"183",2,"DE","40 - 49",2020-05-07,2020-05-12,2635.869,10435.679,8583.574,3917.675
"184",2,"DC","18 - 29",2020-05-07,2020-05-12,5565.454,6631.498,8335.3,5742.078
"185",2,"DC","30 - 39",2020-05-07,2020-05-12,9971.246,15115.214,14787.826,11552.694
"186",2,"DC","40 - 49",2020-05-07,2020-05-12,5819.431,5378.364,5904.089,6633.389
"187",2,"FL","18 - 29",2020-05-07,2020-05-12,98491.965,132706.584,97547.906,89318.337
"188",2,"FL","30 - 39",2020-05-07,2020-05-12,76426.725,241046.594,190464.742,178772.896
"189",2,"FL","40 - 49",2020-05-07,2020-05-12,83977.009,168756.354,142721.136,288897.405
"190",2,"GA","18 - 29",2020-05-07,2020-05-12,109870.641,99692.379,73990.496,227691.78
"191",2,"GA","30 - 39",2020-05-07,2020-05-12,58109.178,80524.131,48487.21,86946.754
"192",2,"GA","40 - 49",2020-05-07,2020-05-12,114248.872,80737.481,36760.33,72018.882
"193",2,"HI","18 - 29",2020-05-07,2020-05-12,1271.15,13015.429,11880.785,6406.288
"194",2,"HI","30 - 39",2020-05-07,2020-05-12,7390.751,39346.349,4834.379,14322.106
"195",2,"HI","40 - 49",2020-05-07,2020-05-12,6078.438,20096.874,8751.976,28187.555
"196",2,"ID","18 - 29",2020-05-07,2020-05-12,8636.061,24689.68,5318.529,9441.945
"197",2,"ID","30 - 39",2020-05-07,2020-05-12,25750.013,18013.254,14131.276,20576.87
"198",2,"ID","40 - 49",2020-05-07,2020-05-12,5285.607,20218.094,4670.653,15020.294
"199",2,"IL","18 - 29",2020-05-07,2020-05-12,82749.39,110411.263,93874.859,80870.015
"200",2,"IL","30 - 39",2020-05-07,2020-05-12,66448.576,168245.728,119547.244,97314.517
"201",2,"IL","40 - 49",2020-05-07,2020-05-12,64043.054,84921.905,42819.203,70369.194
"202",2,"IN","18 - 29",2020-05-07,2020-05-12,46403.844,71255.674,45792.328,103438.23
"203",2,"IN","30 - 39",2020-05-07,2020-05-12,37863.248,64048.171,35985.003,115010.293
"204",2,"IN","40 - 49",2020-05-07,2020-05-12,67992.937,49541.033,48734.198,55030.652
"205",2,"IA","18 - 29",2020-05-07,2020-05-12,7519.578,16872.37,16979.263,63917.646
"206",2,"IA","30 - 39",2020-05-07,2020-05-12,30300.415,29798.062,32767.457,28619.158
"207",2,"IA","40 - 49",2020-05-07,2020-05-12,19362.655,36657.167,11923.78,18235.627
"208",2,"KS","18 - 29",2020-05-07,2020-05-12,23866.592,39362.84,16840.262,44916.886
"209",2,"KS","30 - 39",2020-05-07,2020-05-12,31634.198,37122.419,11441.701,33121.056
"210",2,"KS","40 - 49",2020-05-07,2020-05-12,17992.777,47319.937,19674.815,33640.446
"211",2,"KY","18 - 29",2020-05-07,2020-05-12,16680.287,30808.131,34069.146,18833.94
"212",2,"KY","30 - 39",2020-05-07,2020-05-12,21364.348,55980.609,61092.654,70119.864
"213",2,"KY","40 - 49",2020-05-07,2020-05-12,11004.413,19366.089,17453.34,45741.6
"214",2,"LA","18 - 29",2020-05-07,2020-05-12,42225.473,96227.478,16607.572,34491.95
"215",2,"LA","30 - 39",2020-05-07,2020-05-12,49753.247,36927.119,69202.877,40529.288
"216",2,"LA","40 - 49",2020-05-07,2020-05-12,12631.865,74772.317,42012.339,35812.029
"217",2,"ME","18 - 29",2020-05-07,2020-05-12,13997.354,12478.721,5682.287,4706.471
"218",2,"ME","30 - 39",2020-05-07,2020-05-12,11033.939,26556.529,6213.577,9630.984
"219",2,"ME","40 - 49",2020-05-07,2020-05-12,6787.698,18138.362,8556.198,15908.493
"220",2,"MD","18 - 29",2020-05-07,2020-05-12,26267.539,70765.957,57814.681,33175.532
"221",2,"MD","30 - 39",2020-05-07,2020-05-12,32742.439,68902.604,31804.793,41675.75
"222",2,"MD","40 - 49",2020-05-07,2020-05-12,16749.408,38712.908,129372.967,67205.132
"223",2,"MA","18 - 29",2020-05-07,2020-05-12,57439.65,61969.79,93811.04,55610.621
"224",2,"MA","30 - 39",2020-05-07,2020-05-12,37313.409,75605.403,27220.562,57854.907
"225",2,"MA","40 - 49",2020-05-07,2020-05-12,47276.502,56006.8,39952.548,27499.6
"226",2,"MI","18 - 29",2020-05-07,2020-05-12,97993.331,106192.102,66633.174,80315.614
"227",2,"MI","30 - 39",2020-05-07,2020-05-12,38972.704,70113.591,58610.506,131492.005
"228",2,"MI","40 - 49",2020-05-07,2020-05-12,52781.125,65047.997,42359.941,62508.443
"229",2,"MN","18 - 29",2020-05-07,2020-05-12,35038.591,50384.043,21338.678,60034.787
"230",2,"MN","30 - 39",2020-05-07,2020-05-12,56175.594,94716.855,23400.605,50587.038
"231",2,"MN","40 - 49",2020-05-07,2020-05-12,47762.393,34953.688,23359.133,33374.425
"232",2,"MS","18 - 29",2020-05-07,2020-05-12,35301.324,24618.479,15075.765,11276.575
"233",2,"MS","30 - 39",2020-05-07,2020-05-12,29201.447,64818.897,47174.695,25690.668
"234",2,"MS","40 - 49",2020-05-07,2020-05-12,25177.479,41068.466,18597.864,27580.486
"235",2,"MO","18 - 29",2020-05-07,2020-05-12,77148.852,73709.039,77163.485,52917.536
"236",2,"MO","30 - 39",2020-05-07,2020-05-12,43784.401,105130.924,39493.883,39619.935
"237",2,"MO","40 - 49",2020-05-07,2020-05-12,64765.808,54211.184,28358.71,36815.563
"238",2,"MT","18 - 29",2020-05-07,2020-05-12,1153.247,5561.42,6706.001,17959.305
"239",2,"MT","30 - 39",2020-05-07,2020-05-12,7729.128,11978.417,21774.777,12438.161
"240",2,"MT","40 - 49",2020-05-07,2020-05-12,3732.493,13846.782,3647.515,10157.415
"241",2,"NE","18 - 29",2020-05-07,2020-05-12,25199.657,33168.543,33671.678,15131.953
"242",2,"NE","30 - 39",2020-05-07,2020-05-12,14173.807,18035.965,27415.439,15063.362
"243",2,"NE","40 - 49",2020-05-07,2020-05-12,6427.321,14067.52,17597.112,12260.321
"244",2,"NV","18 - 29",2020-05-07,2020-05-12,26406.776,11611.493,23268.569,22817.234
"245",2,"NV","30 - 39",2020-05-07,2020-05-12,21297.054,27279.844,30027.208,22034.23
"246",2,"NV","40 - 49",2020-05-07,2020-05-12,19696.645,43572.847,47516.344,31382.57
"247",2,"NH","18 - 29",2020-05-07,2020-05-12,18470.783,13538.406,13901.278,4575.948
"248",2,"NH","30 - 39",2020-05-07,2020-05-12,13706.462,22216.659,13982.267,10262.116
"249",2,"NH","40 - 49",2020-05-07,2020-05-12,5152.575,9384.775,5877.771,12772.653
"250",2,"NJ","18 - 29",2020-05-07,2020-05-12,63114.324,83544.232,41635.627,1259.052
"251",2,"NJ","30 - 39",2020-05-07,2020-05-12,53234.738,96806.21,141993.327,47855.305
"252",2,"NJ","40 - 49",2020-05-07,2020-05-12,44933.558,96239.779,58677.392,79371.077
"253",2,"NM","18 - 29",2020-05-07,2020-05-12,15522.704,20932.395,12221.339,18703.324
"254",2,"NM","30 - 39",2020-05-07,2020-05-12,11246.561,23378.577,22876.691,19830.609
"255",2,"NM","40 - 49",2020-05-07,2020-05-12,6894.567,28649.598,16170.715,24652.608
"256",2,"NY","18 - 29",2020-05-07,2020-05-12,102533.209,132484.197,210768.423,111160.22
"257",2,"NY","30 - 39",2020-05-07,2020-05-12,118705.424,248467.803,116944.123,183347.649
"258",2,"NY","40 - 49",2020-05-07,2020-05-12,167003.467,152110.763,99365.359,140053.86
"259",2,"NC","18 - 29",2020-05-07,2020-05-12,53471.121,82857.88,38834.706,88454.99
"260",2,"NC","30 - 39",2020-05-07,2020-05-12,66394.619,143773.614,76482.762,143613.825
"261",2,"NC","40 - 49",2020-05-07,2020-05-12,77900.021,121418.926,54642.451,85874.219
"262",2,"ND","18 - 29",2020-05-07,2020-05-12,7352.72,3304.473,4991.835,9391.196
"263",2,"ND","30 - 39",2020-05-07,2020-05-12,3537.559,8358.786,4544.729,13580.175
"264",2,"ND","40 - 49",2020-05-07,2020-05-12,7050.636,16487.349,10186.209,14941.828
"265",2,"OH","18 - 29",2020-05-07,2020-05-12,125864.181,95182.726,34510.794,105805.743
"266",2,"OH","30 - 39",2020-05-07,2020-05-12,30806.815,134603.96,103668.467,121113.103
"267",2,"OH","40 - 49",2020-05-07,2020-05-12,46601.342,102321.785,49766.26,87701.965
"268",2,"OK","18 - 29",2020-05-07,2020-05-12,16317.759,44046.251,24822.758,11108.513
"269",2,"OK","30 - 39",2020-05-07,2020-05-12,52388.232,48822.266,22727.775,43526.434
"270",2,"OK","40 - 49",2020-05-07,2020-05-12,15737.537,23852.885,32471.261,65728.633
"271",2,"OR","18 - 29",2020-05-07,2020-05-12,30276.549,62598.247,31193.81,10994.028
"272",2,"OR","30 - 39",2020-05-07,2020-05-12,20797.534,61265.918,29131.876,48857.315
"273",2,"OR","40 - 49",2020-05-07,2020-05-12,22717.629,48940.915,22123.579,37158.741
"274",2,"PA","18 - 29",2020-05-07,2020-05-12,39660.775,136527.906,60781.302,111940.026
"275",2,"PA","30 - 39",2020-05-07,2020-05-12,40767.158,117905.129,88703.001,153183.594
"276",2,"PA","40 - 49",2020-05-07,2020-05-12,41001.643,68958.124,88910.968,86960.13
"277",2,"RI","18 - 29",2020-05-07,2020-05-12,1764.091,6133.387,12316.169,19655.15
"278",2,"RI","30 - 39",2020-05-07,2020-05-12,12043.306,23397.407,6370.229,16840.199
"279",2,"RI","40 - 49",2020-05-07,2020-05-12,6679.631,10318.873,7509.819,5162.556
"280",2,"SC","18 - 29",2020-05-07,2020-05-12,29294.433,39115.583,30700.397,89388.435
"281",2,"SC","30 - 39",2020-05-07,2020-05-12,44554.446,46430.332,18094.499,44827.377
"282",2,"SC","40 - 49",2020-05-07,2020-05-12,51071.3,111085.634,52960.455,40768.278
"283",2,"SD","18 - 29",2020-05-07,2020-05-12,777.171,16855.336,1500.689,8005.106
"284",2,"SD","30 - 39",2020-05-07,2020-05-12,7287.799,8103.31,6942.672,16384.636
